"Record Length",1250,"Points",-1.20000000e-009,1.15312197e-003
"Sample Interval",2.00000000e-012,s,-1.19800000e-009,9.70309478e-004
"Trigger Point",600,"Samples",-1.19600000e-009,8.01559485e-004
"Trigger Time",1.27989340e-012,s,-1.19400000e-009,6.46871992e-004
"",,,-1.19200000e-009,5.06246998e-004
"Horizontal Offset",-1.20000000e-009,s,-1.19000000e-009,3.65622004e-004
,,,-1.18800000e-009,2.39059509e-004
,,,-1.18600000e-009,1.12497015e-004
,,,-1.18400000e-009,-2.98023223e-009
,,,-1.18200000e-009,-7.03154772e-005
,,,-1.18000000e-009,-1.54690474e-004
,,,-1.17800000e-009,-2.10940471e-004
,,,-1.17600000e-009,-2.53127969e-004
,,,-1.17400000e-009,-2.95315468e-004
,,,-1.17200000e-009,-3.23440466e-004
,,,-1.17000000e-009,-3.37502966e-004
,,,-1.16800000e-009,-3.51565465e-004
,,,-1.16600000e-009,-3.51565465e-004
,,,-1.16400000e-009,-3.37502966e-004
,,,-1.16200000e-009,-3.23440466e-004
,,,-1.16000000e-009,-3.09377967e-004
,,,-1.15800000e-009,-2.81252968e-004
,,,-1.15600000e-009,-2.53127969e-004
,,,-1.15400000e-009,-2.10940471e-004
,,,-1.15200000e-009,-1.68752973e-004
,,,-1.15000000e-009,-1.26565475e-004
,,,-1.14800000e-009,-8.43779766e-005
,,,-1.14600000e-009,-4.21904784e-005
,,,-1.14400000e-009,-2.98023223e-009
,,,-1.14200000e-009,7.03095167e-005
,,,-1.14000000e-009,1.26559514e-004
,,,-1.13800000e-009,1.82809512e-004
,,,-1.13600000e-009,2.39059509e-004
,,,-1.13400000e-009,2.95309507e-004
,,,-1.13200000e-009,3.37497005e-004
,,,-1.13000000e-009,3.65622004e-004
,,,-1.12800000e-009,3.93747003e-004
,,,-1.12600000e-009,4.07809502e-004
,,,-1.12400000e-009,4.21872002e-004
,,,-1.12200000e-009,4.21872002e-004
,,,-1.12000000e-009,4.21872002e-004
,,,-1.11800000e-009,3.93747003e-004
,,,-1.11600000e-009,3.65622004e-004
,,,-1.11400000e-009,3.23434506e-004
,,,-1.11200000e-009,2.81247008e-004
,,,-1.11000000e-009,2.24997010e-004
,,,-1.10800000e-009,1.54684513e-004
,,,-1.10600000e-009,8.43720161e-005
,,,-1.10400000e-009,-2.98023223e-009
,,,-1.10200000e-009,-5.62529778e-005
,,,-1.10000000e-009,-1.26565475e-004
,,,-1.09800000e-009,-1.96877972e-004
,,,-1.09600000e-009,-2.67190469e-004
,,,-1.09400000e-009,-3.23440466e-004
,,,-1.09200000e-009,-3.93752963e-004
,,,-1.09000000e-009,-4.50002961e-004
,,,-1.08800000e-009,-5.06252958e-004
,,,-1.08600000e-009,-5.48440457e-004
,,,-1.08400000e-009,-5.76565455e-004
,,,-1.08200000e-009,-5.90627955e-004
,,,-1.08000000e-009,-6.04690454e-004
,,,-1.07800000e-009,-5.90627955e-004
,,,-1.07600000e-009,-5.62502956e-004
,,,-1.07400000e-009,-5.06252958e-004
,,,-1.07200000e-009,-4.50002961e-004
,,,-1.07000000e-009,-3.65627964e-004
,,,-1.06800000e-009,-2.53127969e-004
,,,-1.06600000e-009,-1.40627974e-004
,,,-1.06400000e-009,-2.98023223e-009
,,,-1.06200000e-009,1.82809512e-004
,,,-1.06000000e-009,3.65622004e-004
,,,-1.05800000e-009,5.62496996e-004
,,,-1.05600000e-009,7.73434486e-004
,,,-1.05400000e-009,9.84371977e-004
,,,-1.05200000e-009,1.20937197e-003
,,,-1.05000000e-009,1.43437196e-003
,,,-1.04800000e-009,1.65937195e-003
,,,-1.04600000e-009,1.88437194e-003
,,,-1.04400000e-009,2.09530943e-003
,,,-1.04200000e-009,2.30624692e-003
,,,-1.04000000e-009,2.51718441e-003
,,,-1.03800000e-009,2.71405940e-003
,,,-1.03600000e-009,2.88280940e-003
,,,-1.03400000e-009,3.05155939e-003
,,,-1.03200000e-009,3.20624688e-003
,,,-1.03000000e-009,3.33280938e-003
,,,-1.02800000e-009,3.44530937e-003
,,,-1.02600000e-009,3.52968437e-003
,,,-1.02400000e-009,3.59999686e-003
,,,-1.02200000e-009,3.64218436e-003
,,,-1.02000000e-009,3.67030936e-003
,,,-1.01800000e-009,3.67030936e-003
,,,-1.01600000e-009,3.65624686e-003
,,,-1.01400000e-009,3.64218436e-003
,,,-1.01200000e-009,3.59999686e-003
,,,-1.01000000e-009,3.55780937e-003
,,,-1.00800000e-009,3.50155937e-003
,,,-1.00600000e-009,3.45937187e-003
,,,-1.00400000e-009,3.40312187e-003
,,,-1.00200000e-009,3.36093438e-003
,,,-1.00000000e-009,3.31874688e-003
,,,-9.98000000e-010,3.29062188e-003
,,,-9.96000000e-010,3.27655938e-003
,,,-9.94000000e-010,3.29062188e-003
,,,-9.92000000e-010,3.30468438e-003
,,,-9.90000000e-010,3.34687188e-003
,,,-9.88000000e-010,3.41718437e-003
,,,-9.86000000e-010,3.50155937e-003
,,,-9.84000000e-010,3.59999686e-003
,,,-9.82000000e-010,3.72655936e-003
,,,-9.80000000e-010,3.85312185e-003
,,,-9.78000000e-010,4.00780935e-003
,,,-9.76000000e-010,4.17655934e-003
