freq	dB(S(2,1))
6.00100000000000033E9	-8.04149223375758915E1
6.01100000000000012E9	-8.05055963556156762E1
6.02099999999999991E9	-8.05960498391202051E1
6.03100000000000058E9	-8.06862839351778582E1
6.04100000000000037E9	-8.07762997817565243E1
6.05100000000000016E9	-8.08660985078002348E1
6.06099999999999994E9	-8.09556812333248033E1
6.07099999999999973E9	-8.10450490695118120E1
6.08100000000000041E9	-8.11342031188017998E1
6.09100000000000019E9	-8.12231444749858333E1
6.10100000000000087E9	-8.13118742232961544E1
6.11099999999999977E9	-8.14003934404955842E1
6.12100000000000044E9	-8.14887031949655771E1
6.13100000000000023E9	-8.15768045467935110E1
6.14100000000000001E9	-8.16646985478584142E1
6.15100000000000069E9	-8.17523862419159641E1
6.16099999999999959E9	-8.18398686646821183E1
6.17100000000000026E9	-8.19271468439158213E1
6.18100000000000005E9	-8.20142217995006462E1
6.19100000000000072E9	-8.21010945435252815E1
6.20100000000000051E9	-8.21877660803631294E1
6.21100000000000030E9	-8.22742374067508564E1
6.22100000000000009E9	-8.23605095118658603E1
6.23099999999999987E9	-8.24465833774028667E1
6.24100000000000055E9	-8.25324599776495127E1
6.25100000000000033E9	-8.26181402795609721E1
6.26100000000000012E9	-8.27036252428336915E1
6.27099999999999991E9	-8.27889158199781328E1
6.28100000000000058E9	-8.28740129563906258E1
6.29100000000000037E9	-8.29589175904244414E1
6.30100000000000016E9	-8.30436306534597790E1
6.31099999999999994E9	-8.31281530699730098E1
6.32099999999999973E9	-8.32124857576051369E1
6.33100000000000041E9	-8.32966296272291906E1
6.34100000000000019E9	-8.33805855830170195E1
6.35100000000000087E9	-8.34643545225051220E1
6.36099999999999977E9	-8.35479373366597500E1
6.37100000000000044E9	-8.36313349099411596E1
6.38100000000000023E9	-8.37145481203670982E1
6.39100000000000001E9	-8.37975778395755633E1
6.40100000000000069E9	-8.38804249328866902E1
6.41099999999999959E9	-8.39630902593640549E1
6.42100000000000115E9	-8.40455746718751051E1
6.43100000000000005E9	-8.41278790171508639E1
6.44099999999999984E9	-8.42100041358450291E1
6.45100000000000051E9	-8.42919508625922376E1
6.46100000000000030E9	-8.43737200260657261E1
6.47100000000000097E9	-8.44553124490342455E1
6.48099999999999987E9	-8.45367289484183004E1
6.49099999999999966E9	-8.46179703353457668E1
6.50100000000000033E9	-8.46990374152068703E1
6.51100000000000012E9	-8.47799309877083651E1
6.52100000000000080E9	-8.48606518469272153E1
6.53100000000000058E9	-8.49412007813636549E1
6.54099999999999948E9	-8.50215785739935548E1
6.55100000000000016E9	-8.51017860023201500E1
6.56099999999999994E9	-8.51818238384252702E1
6.57100000000000062E9	-8.52616928490199300E1
6.58100000000000041E9	-8.53413937954942270E1
6.59099999999999930E9	-8.54209274339668490E1
6.60100000000000087E9	-8.55002945153338523E1
6.61099999999999977E9	-8.55794957853169436E1
6.62100000000000044E9	-8.56585319845112458E1
6.63100000000000023E9	-8.57374038484323897E1
6.64100000000000001E9	-8.58161121075631961E1
6.65100000000000069E9	-8.58946574873997548E1
6.66099999999999959E9	-8.59730407084969528E1
6.67100000000000115E9	-8.60512624865136466E1
6.68100000000000005E9	-8.61293235322570361E1
6.69099999999999984E9	-8.62072245517268243E1
6.70100000000000051E9	-8.62849662461586675E1
6.71100000000000030E9	-8.63625493120672871E1
6.72100000000000097E9	-8.64399744412889603E1
6.73099999999999987E9	-8.65172423210236730E1
6.74099999999999966E9	-8.65943536338766862E1
6.75100000000000033E9	-8.66713090578996237E1
6.76100000000000012E9	-8.67481092666313103E1
6.77100000000000080E9	-8.68247549291378462E1
6.78100000000000058E9	-8.69012467100524333E1
6.79099999999999948E9	-8.69775852696147922E1
6.80100000000000016E9	-8.70537712637099581E1
6.81099999999999994E9	-8.71298053439068454E1
6.82100000000000062E9	-8.72056881574962439E1
6.83100000000000041E9	-8.72814203475284778E1
6.84099999999999930E9	-8.73570025528506555E1
6.85100000000000087E9	-8.74324354081434052E1
6.86099999999999977E9	-8.75077195439573785E1
6.87100000000000044E9	-8.75828555867492042E1
6.88100000000000023E9	-8.76578441589171398E1
6.89100000000000001E9	-8.77326858788362784E1
6.90100000000000069E9	-8.78073813608934550E1
6.91099999999999959E9	-8.78819312155216892E1
6.92100000000000115E9	-8.79563360492342916E1
6.93100000000000005E9	-8.80305964646586503E1
6.94099999999999984E9	-8.81047130605695195E1
6.95100000000000051E9	-8.81786864319221309E1
6.96100000000000030E9	-8.82525171698848077E1
6.97100000000000097E9	-8.83262058618713120E1
6.98099999999999987E9	-8.83997530915727836E1
6.99099999999999966E9	-8.84731594389894305E1
7.00100000000000033E9	-8.85464254804617923E1
7.01100000000000012E9	-8.86195517887016848E1
7.02100000000000080E9	-8.86925389328228952E1
7.03100000000000058E9	-8.87653874783714691E1
7.04099999999999948E9	-8.88380979873557308E1
7.05100000000000016E9	-8.89106710182759663E1
7.06099999999999994E9	-8.89831071261537154E1
7.07100000000000062E9	-8.90554068625610107E1
7.08100000000000041E9	-8.91275707756489943E1
7.09099999999999930E9	-8.91995994101764289E1
7.10100000000000087E9	-8.92714933075378703E1
7.11099999999999977E9	-8.93432530057915741E1
7.12100000000000044E9	-8.94148790396870297E1
7.13100000000000023E9	-8.94863719406922797E1
7.14100000000000001E9	-8.95577322370210105E1
7.15100000000000069E9	-8.96289604536591966E1
7.16099999999999959E9	-8.97000571123916224E1
7.17100000000000115E9	-8.97710227318281184E1
7.18100000000000005E9	-8.98418578274293900E1
7.19099999999999984E9	-8.99125629115328096E1
7.20100000000000051E9	-8.99831384933777478E1
7.21100000000000030E9	-9.00535850791307269E1
7.22100000000000097E9	-9.01239031719103423E1
7.23099999999999987E9	-9.01940932718118660E1
7.24099999999999966E9	-9.02641558759317242E1
7.25100000000000033E9	-9.03340914783914961E1
7.26100000000000012E9	-9.04039005703620191E1
7.27100000000000080E9	-9.04735836400868543E1
7.28100000000000058E9	-9.05431411729058411E1
7.29099999999999948E9	-9.06125736512782431E1
7.30100000000000016E9	-9.06818815548057522E1
7.31099999999999994E9	-9.07510653602551720E1
7.32100000000000062E9	-9.08201255415809605E1
7.33100000000000041E9	-9.08890625699474874E1
7.34099999999999930E9	-9.09578769137511145E1
7.35100000000000087E9	-9.10265690386420978E1
7.36099999999999977E9	-9.10951394075460641E1
7.37100000000000044E9	-9.11635884806856289E1
7.38100000000000023E9	-9.12319167156014643E1
7.39100000000000001E9	-9.13001245671733130E1
7.40100000000000069E9	-9.13682124876408608E1
7.41099999999999959E9	-9.14361809266242531E1
7.42100000000000115E9	-9.15040303311445413E1
7.43100000000000005E9	-9.15717611456438085E1
7.44099999999999984E9	-9.16393738120052248E1
7.45100000000000051E9	-9.17068687695728357E1
7.46100000000000030E9	-9.17742464551711556E1
7.47100000000000097E9	-9.18415073031246365E1
7.48099999999999987E9	-9.19086517452768526E1
7.49099999999999966E9	-9.19756802110095428E1
7.50100000000000033E9	-9.20425931272615472E1
7.51100000000000012E9	-9.21093909185474402E1
7.52100000000000080E9	-9.21760740069760764E1
7.53100000000000058E9	-9.22426428122688336E1
7.54099999999999948E9	-9.23090977517779265E1
7.55100000000000016E9	-9.23754392405042069E1
7.56099999999999994E9	-9.24416676911151391E1
7.57100000000000062E9	-9.25077835139623872E1
7.58100000000000041E9	-9.25737871170991866E1
7.59099999999999930E9	-9.26396789062978954E1
7.60100000000000087E9	-9.27054592850668868E1
7.61099999999999977E9	-9.27711286546677272E1
7.62100000000000044E9	-9.28366874141319087E1
7.63100000000000023E9	-9.29021359602775654E1
7.64100000000000001E9	-9.29674746877259572E1
7.65100000000000069E9	-9.30327039889178842E1
7.66099999999999959E9	-9.30978242541298329E1
7.67100000000000115E9	-9.31628358714900529E1
7.68100000000000005E9	-9.32277392269945615E1
7.69099999999999984E9	-9.32925347045227227E1
7.70100000000000051E9	-9.33572226858530385E1
7.71100000000000030E9	-9.34218035506785149E1
7.72100000000000097E9	-9.34862776766220804E1
7.73099999999999987E9	-9.35506454392516673E1
7.74099999999999966E9	-9.36149072120953818E1
7.75100000000000033E9	-9.36790633666563366E1
7.76100000000000012E9	-9.37431142724273947E1
7.77100000000000080E9	-9.38070602969059664E1
7.78100000000000058E9	-9.38709018056083089E1
7.79099999999999948E9	-9.39346391620841281E1
7.80100000000000016E9	-9.39982727279305941E1
7.81099999999999994E9	-9.40618028628066583E1
7.82100000000000062E9	-9.41252299244468915E1
7.83100000000000041E9	-9.41885542686754462E1
7.84099999999999930E9	-9.42517762494197697E1
7.85100000000000087E9	-9.43148962187241580E1
7.86099999999999977E9	-9.43779145267633446E1
7.87100000000000044E9	-9.44408315218558236E1
7.88100000000000023E9	-9.45036475504770834E1
7.89100000000000001E9	-9.45663629572727515E1
7.90100000000000069E9	-9.46289780850716511E1
7.91099999999999959E9	-9.46914932748986438E1
7.92100000000000115E9	-9.47539088659874373E1
7.93100000000000005E9	-9.48162251957932689E1
7.94099999999999984E9	-9.48784426000055170E1
7.95100000000000051E9	-9.49405614125599406E1
7.96100000000000030E9	-9.50025819656513448E1
7.97100000000000097E9	-9.50645045897454999E1
7.98099999999999987E9	-9.51263296135914871E1
7.99099999999999966E9	-9.51880573642335648E1
8.00100000000000122E9	-9.52496881670231943E1
8.01099999999999923E9	-9.53112223456307461E1
8.02100000000000080E9	-9.53726602220573305E1
8.03100000000000058E9	-9.54340021166462371E1
8.04100000000000037E9	-9.54952483480945702E1
8.05100000000000016E9	-9.55563992334645995E1
8.06099999999999994E9	-9.56174550881950402E1
8.07100000000000151E9	-9.56784162261123328E1
8.08099999999999952E9	-9.57392829594416384E1
8.09099999999999930E9	-9.58000555988179769E1
8.10100000000000087E9	-9.58607344532970274E1
8.11100000000000065E9	-9.59213198303660342E1
8.12100000000000044E9	-9.59818120359545190E1
8.13100000000000023E9	-9.60422113744448680E1
8.14100000000000001E9	-9.61025181486829716E1
8.15099999999999980E9	-9.61627326599885812E1
8.16099999999999959E9	-9.62228552081657540E1
8.17100000000000115E9	-9.62828860915131379E1
8.18100000000000094E9	-9.63428256068340438E1
8.19099999999999895E9	-9.64026740494467660E1
8.20100000000000051E9	-9.64624317131943521E1
8.21100000000000030E9	-9.65220988904547461E1
8.22100000000000009E9	-9.65816758721505764E1
8.23099999999999987E9	-9.66411629477588185E1
8.24099999999999966E9	-9.67005604053206724E1
8.25100000000000122E9	-9.67598685314509943E1
8.26099999999999923E9	-9.68190876113479781E1
8.27100000000000080E9	-9.68782179288024103E1
8.28100000000000058E9	-9.69372597662072621E1
8.29100000000000037E9	-9.69962134045668201E1
8.30100000000000016E9	-9.70550791235059052E1
8.31099999999999994E9	-9.71138572012790924E1
8.32100000000000151E9	-9.71725479147796989E1
8.33099999999999952E9	-9.72311515395488080E1
8.34099999999999930E9	-9.72896683497841508E1
8.35100000000000087E9	-9.73480986183489172E1
8.36100000000000065E9	-9.74064426167806729E1
8.37100000000000044E9	-9.74647006152997797E1
8.38100000000000023E9	-9.75228728828182767E1
8.39100000000000001E9	-9.75809596869482831E1
8.40099999999999980E9	-9.76389612940105422E1
8.41099999999999959E9	-9.76968779690427702E1
8.42100000000000115E9	-9.77547099758080584E1
8.43100000000000094E9	-9.78124575768031157E1
8.44099999999999895E9	-9.78701210332664928E1
8.45100000000000051E9	-9.79277006051866827E1
8.46100000000000030E9	-9.79851965513102385E1
8.47100000000000009E9	-9.80426091291497670E1
8.48099999999999987E9	-9.80999385949918690E1
8.49099999999999966E9	-9.81571852039050086E1
8.50100000000000122E9	-9.82143492097473292E1
8.51099999999999923E9	-9.82714308651744517E1
8.52100000000000080E9	-9.83284304216470950E1
8.53100000000000058E9	-9.83853481294387500E1
8.54100000000000037E9	-9.84421842376432643E1
8.55100000000000016E9	-9.84989389941822679E1
8.56099999999999994E9	-9.85556126458127046E1
8.57100000000000151E9	-9.86122054381342394E1
8.58099999999999952E9	-9.86687176155964352E1
8.59099999999999930E9	-9.87251494215062309E1
8.60100000000000087E9	-9.87815010980349761E1
8.61100000000000065E9	-9.88377728862256966E1
8.62100000000000044E9	-9.88939650260001635E1
8.63100000000000023E9	-9.89500777561659639E1
8.64100000000000001E9	-9.90061113144233573E1
8.65099999999999980E9	-9.90620659373724521E1
8.66099999999999959E9	-9.91179418605198492E1
8.67100000000000115E9	-9.91737393182855698E1
8.68100000000000094E9	-9.92294585440098764E1
8.69099999999999895E9	-9.92850997699598636E1
8.70100000000000051E9	-9.93406632273362611E1
8.71100000000000030E9	-9.93961491462799529E1
8.72100000000000009E9	-9.94515577558785324E1
8.73099999999999987E9	-9.95068892841729280E1
8.74099999999999966E9	-9.95621439581637091E1
8.75100000000000122E9	-9.96173220038176943E1
8.76099999999999923E9	-9.96724236460740265E1
8.77100000000000080E9	-9.97274491088508164E1
8.78100000000000058E9	-9.97823986150511288E1
8.79100000000000037E9	-9.98372723865693779E1
8.80100000000000016E9	-9.98920706442974371E1
8.81099999999999994E9	-9.99467936081307151E1
8.82100000000000151E9	-1.00001441496974275E2
8.83099999999999952E9	-1.00056014528748882E2
8.84099999999999930E9	-1.00110512920396943E2
8.85100000000000087E9	-1.00164936887888456E2
8.86100000000000065E9	-1.00219286646226902E2
8.87100000000000044E9	-1.00273562409455108E2
8.88100000000000023E9	-1.00327764390661001E2
8.89100000000000001E9	-1.00381892801983397E2
8.90099999999999980E9	-1.00435947854617802E2
8.91099999999999959E9	-1.00489929758821850E2
8.92100000000000115E9	-1.00543838723921186E2
8.93100000000000094E9	-1.00597674958314887E2
8.94099999999999895E9	-1.00651438669481097E2
8.95100000000000051E9	-1.00705130063982429E2
8.96100000000000030E9	-1.00758749347471577E2
8.97100000000000009E9	-1.00812296724696582E2
8.98099999999999987E9	-1.00865772399506293E2
8.99099999999999966E9	-1.00919176574855718E2
9.00100000000000122E9	-1.00972509452811221E2
9.01099999999999923E9	-1.01025771234555917E2
9.02100000000000080E9	-1.01078962120394800E2
9.03100000000000058E9	-1.01132082309760007E2
9.04100000000000037E9	-1.01185132001215861E2
9.05100000000000016E9	-1.01238111392464014E2
9.06099999999999994E9	-1.01291020680348565E2
9.07100000000000151E9	-1.01343860060861068E2
9.08099999999999952E9	-1.01396629729145449E2
9.09099999999999930E9	-1.01449329879503081E2
9.10100000000000087E9	-1.01501960705397565E2
9.11100000000000065E9	-1.01554522399459812E2
9.12100000000000044E9	-1.01607015153492686E2
9.13100000000000023E9	-1.01659439158475950E2
9.14100000000000001E9	-1.01711794604570982E2
9.15099999999999980E9	-1.01764081681125540E2
9.16099999999999959E9	-1.01816300576678431E2
9.17100000000000115E9	-1.01868451478964306E2
9.18100000000000094E9	-1.01920534574918142E2
9.19099999999999895E9	-1.01972550050679955E2
9.20100000000000051E9	-1.02024498091599325E2
9.21100000000000030E9	-1.02076378882239949E2
9.22100000000000009E9	-1.02128192606384149E2
9.23099999999999987E9	-1.02179939447037382E2
9.24099999999999966E9	-1.02231619586432609E2
9.25100000000000122E9	-1.02283233206034807E2
9.26099999999999923E9	-1.02334780486545207E2
9.27100000000000080E9	-1.02386261607905782E2
9.28100000000000058E9	-1.02437676749303441E2
9.29100000000000037E9	-1.02489026089174518E2
9.30100000000000016E9	-1.02540309805208696E2
9.31099999999999994E9	-1.02591528074353588E2
9.32100000000000151E9	-1.02642681072818709E2
9.33099999999999952E9	-1.02693768976079669E2
9.34099999999999930E9	-1.02744791958882375E2
9.35100000000000087E9	-1.02795750195247115E2
9.36100000000000065E9	-1.02846643858472619E2
9.37100000000000044E9	-1.02897473121140060E2
9.38100000000000023E9	-1.02948238155117222E2
9.39100000000000001E9	-1.02998939131562306E2
9.40099999999999980E9	-1.03049576220928052E2
9.41099999999999959E9	-1.03100149592965562E2
9.42100000000000115E9	-1.03150659416728252E2
9.43100000000000094E9	-1.03201105860575826E2
9.44099999999999895E9	-1.03251489092177873E2
9.45100000000000051E9	-1.03301809278518020E2
9.46100000000000030E9	-1.03352066585897484E2
9.47100000000000009E9	-1.03402261179938937E2
9.48099999999999987E9	-1.03452393225590278E2
9.49099999999999966E9	-1.03502462887128344E2
9.50100000000000122E9	-1.03552470328162505E2
9.51099999999999923E9	-1.03602415711638507E2
9.52100000000000080E9	-1.03652299199841980E2
9.53100000000000058E9	-1.03702120954402144E2
9.54100000000000037E9	-1.03751881136295299E2
9.55100000000000016E9	-1.03801579905848529E2
9.56099999999999994E9	-1.03851217422743125E2
9.57100000000000151E9	-1.03900793846018225E2
9.58099999999999952E9	-1.03950309334074165E2
9.59099999999999930E9	-1.03999764044676057E2
9.60100000000000087E9	-1.04049158134957276E2
9.61100000000000065E9	-1.04098491761422740E2
9.62100000000000044E9	-1.04147765079952448E2
9.63100000000000023E9	-1.04196978245804805E2
9.64100000000000001E9	-1.04246131413619958E2
9.65099999999999980E9	-1.04295224737423142E2
9.66099999999999959E9	-1.04344258370627996E2
9.67100000000000115E9	-1.04393232466039976E2
9.68100000000000094E9	-1.04442147175859312E2
9.69099999999999895E9	-1.04491002651684539E2
9.70100000000000051E9	-1.04539799044515647E2
9.71100000000000030E9	-1.04588536504757235E2
9.72100000000000009E9	-1.04637215182221643E2
9.73099999999999987E9	-1.04685835226132240E2
9.74099999999999966E9	-1.04734396785126549E2
9.75100000000000122E9	-1.04782900007259183E2
9.76099999999999923E9	-1.04831345040005197E2
9.77100000000000080E9	-1.04879732030262907E2
9.78100000000000058E9	-1.04928061124357219E2
9.79100000000000037E9	-1.04976332468042322E2
9.80100000000000016E9	-1.05024546206505076E2
9.81099999999999994E9	-1.05072702484367708E2
9.82100000000000151E9	-1.05120801445690959E2
9.83099999999999952E9	-1.05168843233976905E2
9.84099999999999930E9	-1.05216827992172024E2
9.85100000000000087E9	-1.05264755862670034E2
9.86100000000000065E9	-1.05312626987314784E2
9.87100000000000044E9	-1.05360441507403135E2
9.88100000000000023E9	-1.05408199563687899E2
9.89100000000000001E9	-1.05455901296380539E2
9.90099999999999980E9	-1.05503546845154061E2
9.91099999999999959E9	-1.05551136349145880E2
9.92100000000000115E9	-1.05598669946960433E2
9.93100000000000094E9	-1.05646147776672161E2
9.94099999999999895E9	-1.05693569975828039E2
9.95100000000000051E9	-1.05740936681450481E2
9.96100000000000030E9	-1.05788248030039922E2
9.97100000000000009E9	-1.05835504157577587E2
9.98099999999999987E9	-1.05882705199528204E2
9.99099999999999966E9	-1.05929851290842469E2
1.00010000000000021E10	-1.05976942565959975E2
1.00109999999999988E10	-1.06023979158811565E2
1.00209999999999999E10	-1.06070961202822156E2
1.00310000000000010E10	-1.06117888830913132E2
1.00409999999999999E10	-1.06164762175505123E2
1.00510000000000010E10	-1.06211581368520358E2
1.00609999999999999E10	-1.06258346541385373E2
1.00710000000000011E10	-1.06305057825033455E2
1.00810000000000000E10	-1.06351715349907150E2
1.00909999999999989E10	-1.06398319245960749E2
1.01010000000000000E10	-1.06444869642662843E2
1.01110000000000011E10	-1.06491366668998677E2
1.01210000000000000E10	-1.06537810453472614E2
1.01310000000000011E10	-1.06584201124110711E2
1.01410000000000000E10	-1.06630538808462871E2
1.01509999999999989E10	-1.06676823633605444E2
1.01610000000000000E10	-1.06723055726143601E2
1.01710000000000012E10	-1.06769235212213554E2
1.01810000000000000E10	-1.06815362217485088E2
1.01909999999999989E10	-1.06861436867163784E2
1.02010000000000001E10	-1.06907459285993345E2
1.02110000000000012E10	-1.06953429598258021E2
1.02210000000000001E10	-1.06999347927784783E2
1.02309999999999990E10	-1.07045214397945565E2
1.02410000000000001E10	-1.07091029131659687E2
1.02509999999999990E10	-1.07136792251396029E2
1.02610000000000001E10	-1.07182503879175206E2
1.02709999999999990E10	-1.07228164136571880E2
1.02809999999999979E10	-1.07273773144716933E2
1.02910000000000013E10	-1.07319331024299691E2
1.03009999999999979E10	-1.07364837895570031E2
1.03109999999999991E10	-1.07410293878340624E2
1.03210000000000002E10	-1.07455699091989088E2
1.03309999999999991E10	-1.07501053655460099E2
1.03410000000000002E10	-1.07546357687267480E2
1.03509999999999991E10	-1.07591611305496437E2
1.03609999999999980E10	-1.07636814627805544E2
1.03709999999999991E10	-1.07681967771428910E2
1.03809999999999980E10	-1.07727070853178142E2
1.03909999999999991E10	-1.07772123989444557E2
1.04010000000000002E10	-1.07817127296201209E2
1.04109999999999969E10	-1.07862080889004774E2
1.04210000000000003E10	-1.07906984882997725E2
1.04309999999999992E10	-1.07951839392910331E2
1.04409999999999981E10	-1.07996644533062613E2
1.04509999999999992E10	-1.08041400417366318E2
1.04609999999999981E10	-1.08086107159327005E2
1.04709999999999992E10	-1.08130764872045826E2
1.04809999999999981E10	-1.08175373668221675E2
1.04909999999999992E10	-1.08219933660152989E2
1.05010000000000003E10	-1.08264444959739725E2
1.05109999999999992E10	-1.08308907678485333E2
1.05209999999999981E10	-1.08353321927498536E2
1.05309999999999993E10	-1.08397687817495325E2
1.05410000000000004E10	-1.08442005458800805E2
1.05509999999999993E10	-1.08486274961351059E2
1.05609999999999982E10	-1.08530496434695101E2
1.05709999999999993E10	-1.08574669987996497E2
1.05810000000000004E10	-1.08618795730035478E2
1.05909999999999993E10	-1.08662873769210533E2
1.06009999999999982E10	-1.08706904213540456E2
1.06109999999999993E10	-1.08750887170665944E2
1.06209999999999982E10	-1.08794822747851438E2
1.06309999999999993E10	-1.08838711051987014E2
1.06410000000000005E10	-1.08882552189590043E2
1.06509999999999994E10	-1.08926346266806973E2
1.06609999999999983E10	-1.08970093389415146E2
1.06709999999999994E10	-1.09013793662824465E2
1.06809999999999983E10	-1.09057447192079104E2
1.06909999999999994E10	-1.09101054081859372E2
1.07009999999999983E10	-1.09144614436483223E2
1.07109999999999994E10	-1.09188128359908143E2
1.07210000000000005E10	-1.09231595955732730E2
1.07309999999999972E10	-1.09275017327198332E2
1.07410000000000005E10	-1.09318392577190893E2
1.07509999999999994E10	-1.09361721808242396E2
1.07609999999999983E10	-1.09405005122532750E2
1.07709999999999995E10	-1.09448242621891167E2
1.07809999999999984E10	-1.09491434407798027E2
1.07909999999999995E10	-1.09534580581386365E2
1.08009999999999984E10	-1.09577681243443492E2
1.08109999999999973E10	-1.09620736494412685E2
1.08210000000000006E10	-1.09663746434394649E2
1.08309999999999995E10	-1.09706711163149273E2
1.08409999999999984E10	-1.09749630780096985E2
1.08509999999999995E10	-1.09792505384320505E2
1.08609999999999984E10	-1.09835335074566354E2
1.08709999999999996E10	-1.09878119949246300E2
1.08809999999999985E10	-1.09920860106439067E2
1.08909999999999996E10	-1.09963555643891686E2
1.09010000000000007E10	-1.10006206659021211E2
1.09109999999999974E10	-1.10048813248916000E2
1.09209999999999985E10	-1.10091375510337430E2
1.09309999999999996E10	-1.10133893539721273E2
1.09409999999999985E10	-1.10176367433179201E2
1.09509999999999996E10	-1.10218797286500303E2
1.09609999999999985E10	-1.10261183195152501E2
1.09709999999999996E10	-1.10303525254284063E2
1.09809999999999985E10	-1.10345823558724998E2
1.09909999999999997E10	-1.10388078202988527E2
1.10009999999999986E10	-1.10430289281272520E2
1.10109999999999997E10	-1.10472456887460990E2
1.10209999999999986E10	-1.10514581115125310E2
1.10309999999999997E10	-1.10556662057525878E2
1.10410000000000008E10	-1.10598699807613388E2
1.10509999999999975E10	-1.10640694458030131E2
1.10609999999999986E10	-1.10682646101111648E2
1.10709999999999997E10	-1.10724554828887811E2
1.10809999999999986E10	-1.10766420733084425E2
1.10909999999999997E10	-1.10808243905124471E2
1.11009999999999986E10	-1.10850024436129457E2
1.11109999999999998E10	-1.10891762416920847E2
1.11209999999999987E10	-1.10933457938021363E2
1.11309999999999976E10	-1.10975111089656231E2
1.11410000000000009E10	-1.11016721961754694E2
1.11509999999999998E10	-1.11058290643951141E2
1.11609999999999987E10	-1.11099817225586550E2
1.11709999999999998E10	-1.11141301795709668E2
1.11809999999999987E10	-1.11182744443078474E2
1.11909999999999998E10	-1.11224145256161289E2
1.12009999999999987E10	-1.11265504323138242E2
1.12109999999999976E10	-1.11306821731902295E2
1.12210000000000010E10	-1.11348097570060789E2
1.12309999999999977E10	-1.11389331924936519E2
1.12409999999999988E10	-1.11430524883569082E2
1.12509999999999999E10	-1.11471676532716035E2
1.12609999999999988E10	-1.11512786958854204E2
1.12709999999999999E10	-1.11553856248180905E2
1.12809999999999988E10	-1.11594884486615120E2
1.12909999999999999E10	-1.11635871759798855E2
1.13009999999999988E10	-1.11676818153098134E2
1.13109999999999977E10	-1.11717723751604425E2
1.13209999999999988E10	-1.11758588640135659E2
1.13310000000000000E10	-1.11799412903237538E2
1.13409999999999989E10	-1.11840196625184718E2
1.13510000000000000E10	-1.11880939889981912E2
1.13609999999999989E10	-1.11921642781365049E2
1.13709999999999978E10	-1.11962305382802652E2
1.13809999999999989E10	-1.12002927777496697E2
1.13910000000000000E10	-1.12043510048383999E2
1.14009999999999989E10	-1.12084052278137247E2
1.14109999999999978E10	-1.12124554549166122E2
1.14209999999999989E10	-1.12165016943618556E2
1.14310000000000000E10	-1.12205439543381780E2
1.14409999999999989E10	-1.12245822430083342E2
1.14509999999999978E10	-1.12286165685092509E2
1.14609999999999990E10	-1.12326469389521044E2
1.14710000000000001E10	-1.12366733624224557E2
1.14809999999999990E10	-1.12406958469803508E2
1.14910000000000001E10	-1.12447144006604249E2
1.15009999999999990E10	-1.12487290314720223E2
1.15110000000000001E10	-1.12527397473992963E2
1.15209999999999990E10	-1.12567465564013203E2
1.15309999999999979E10	-1.12607494664121921E2
1.15410000000000013E10	-1.12647484853411450E2
1.15509999999999979E10	-1.12687436210726455E2
1.15609999999999991E10	-1.12727348814665085E2
1.15710000000000002E10	-1.12767222743579931E2
1.15809999999999991E10	-1.12807058075579114E2
1.15910000000000002E10	-1.12846854888527282E2
1.16009999999999991E10	-1.12886613260046742E2
1.16109999999999980E10	-1.12926333267518308E2
1.16209999999999991E10	-1.12966014988082519E2
1.16309999999999980E10	-1.13005658498640460E2
1.16409999999999991E10	-1.13045263875854940E2
1.16510000000000002E10	-1.13084831196151381E2
1.16609999999999969E10	-1.13124360535718838E2
1.16710000000000003E10	-1.13163851970511042E2
1.16809999999999992E10	-1.13203305576247337E2
1.16909999999999981E10	-1.13242721428413629E2
1.17009999999999992E10	-1.13282099602263475E2
1.17109999999999981E10	-1.13321440172818955E2
1.17209999999999992E10	-1.13360743214871640E2
1.17309999999999981E10	-1.13400008802983643E2
1.17409999999999992E10	-1.13439237011488414E2
1.17510000000000003E10	-1.13478427914491942E2
1.17609999999999992E10	-1.13517581585873417E2
1.17709999999999981E10	-1.13556698099286324E2
1.17809999999999993E10	-1.13595777528159392E2
1.17910000000000004E10	-1.13634819945697485E2
1.18009999999999993E10	-1.13673825424882513E2
1.18109999999999982E10	-1.13712794038474385E2
1.18209999999999993E10	-1.13751725859011943E2
1.18310000000000004E10	-1.13790620958813760E2
1.18409999999999993E10	-1.13829479409979206E2
1.18509999999999982E10	-1.13868301284389273E2
1.18609999999999993E10	-1.13907086653707434E2
1.18709999999999982E10	-1.13945835589380606E2
1.18809999999999993E10	-1.13984548162639987E2
1.18910000000000005E10	-1.14023224444502014E2
1.19009999999999994E10	-1.14061864505769117E2
1.19109999999999983E10	-1.14100468417030720E2
1.19209999999999994E10	-1.14139036248664016E2
1.19309999999999983E10	-1.14177568070834901E2
1.19409999999999994E10	-1.14216063953498836E2
1.19509999999999983E10	-1.14254523966401611E2
1.19609999999999994E10	-1.14292948179080289E2
1.19710000000000005E10	-1.14331336660864058E2
1.19809999999999972E10	-1.14369689480874981E2
1.19910000000000005E10	-1.14408006708028975E2
1.20009999999999994E10	-1.14446288411036479E2
1.20109999999999983E10	-1.14484534658403447E2
1.20209999999999995E10	-1.14522745518432068E2
1.20309999999999984E10	-1.14560921059221643E2
1.20409999999999995E10	-1.14599061348669329E2
1.20509999999999984E10	-1.14637166454471084E2
1.20609999999999973E10	-1.14675236444122342E2
1.20710000000000006E10	-1.14713271384918869E2
