time	Vo_ideal
7.52199999999999314E-10	0.00000000000000000E0
7.62199999999999278E-10	0.00000000000000000E0
7.72199999999999331E-10	0.00000000000000000E0
7.82199999999999385E-10	0.00000000000000000E0
7.92199999999999172E-10	0.00000000000000000E0
8.02199999999998958E-10	0.00000000000000000E0
8.12199999999999100E-10	0.00000000000000000E0
8.22199999999999065E-10	0.00000000000000000E0
8.32199999999998852E-10	0.00000000000000000E0
8.42199999999999172E-10	0.00000000000000000E0
8.52199999999998958E-10	0.00000000000000000E0
8.62199999999998923E-10	0.00000000000000000E0
8.72199999999998710E-10	0.00000000000000000E0
8.82199999999998852E-10	0.00000000000000000E0
8.92199999999999172E-10	0.00000000000000000E0
9.02199999999998781E-10	0.00000000000000000E0
9.12199999999998745E-10	0.00000000000000000E0
9.22199999999998710E-10	0.00000000000000000E0
9.32199999999998852E-10	0.00000000000000000E0
9.42199999999998816E-10	0.00000000000000000E0
9.52199999999998781E-10	0.00000000000000000E0
9.62199999999998568E-10	0.00000000000000000E0
9.72199999999998710E-10	0.00000000000000000E0
9.82199999999998674E-10	0.00000000000000000E0
9.92199999999998639E-10	0.00000000000000000E0
1.00219999999999843E-9	0.00000000000000000E0
1.01219999999999843E-9	0.00000000000000000E0
1.02219999999999844E-9	0.00000000000000000E0
1.03219999999999845E-9	0.00000000000000000E0
1.04219999999999846E-9	0.00000000000000000E0
1.05219999999999825E-9	0.00000000000000000E0
1.06219999999999803E-9	0.00000000000000000E0
1.07219999999999827E-9	0.00000000000000000E0
1.08219999999999827E-9	0.00000000000000000E0
1.09219999999999806E-9	0.00000000000000000E0
1.10219999999999785E-9	0.00000000000000000E0
1.11219999999999786E-9	0.00000000000000000E0
1.12219999999999787E-9	0.00000000000000000E0
1.13219999999999832E-9	0.00000000000000000E0
1.14219999999999788E-9	0.00000000000000000E0
1.15219999999999767E-9	0.00000000000000000E0
1.16219999999999790E-9	0.00000000000000000E0
1.17219999999999791E-9	0.00000000000000000E0
1.18219999999999792E-9	0.00000000000000000E0
1.19219999999999748E-9	0.00000000000000000E0
1.20219999999999749E-9	0.00000000000000000E0
1.21219999999999795E-9	0.00000000000000000E0
1.22219999999999795E-9	0.00000000000000000E0
1.23219999999999730E-9	0.00000000000000000E0
1.24219999999999753E-9	0.00000000000000000E0
1.25219999999999776E-9	0.00000000000000000E0
1.26219999999999777E-9	0.00000000000000000E0
1.27219999999999756E-9	0.00000000000000000E0
1.28219999999999756E-9	0.00000000000000000E0
1.29219999999999779E-9	0.00000000000000000E0
1.30219999999999736E-9	0.00000000000000000E0
1.31219999999999715E-9	0.00000000000000000E0
1.32219999999999738E-9	0.00000000000000000E0
1.33219999999999716E-9	0.00000000000000000E0
1.34219999999999740E-9	0.00000000000000000E0
1.35219999999999718E-9	0.00000000000000000E0
1.36219999999999741E-9	0.00000000000000000E0
1.37219999999999720E-9	0.00000000000000000E0
1.38219999999999699E-9	0.00000000000000000E0
1.39219999999999677E-9	0.00000000000000000E0
1.40219999999999678E-9	0.00000000000000000E0
1.41219999999999701E-9	0.00000000000000000E0
1.42219999999999702E-9	0.00000000000000000E0
1.43219999999999681E-9	0.00000000000000000E0
1.44219999999999682E-9	0.00000000000000000E0
1.45219999999999705E-9	0.00000000000000000E0
1.46219999999999661E-9	0.00000000000000000E0
1.47219999999999662E-9	0.00000000000000000E0
1.48219999999999708E-9	0.00000000000000000E0
1.49219999999999664E-9	0.00000000000000000E0
1.50219999999999665E-9	0.00000000000000000E0
1.51219999999999666E-9	0.00000000000000000E0
1.52219999999999689E-9	0.00000000000000000E0
1.53219999999999668E-9	0.00000000000000000E0
1.54219999999999624E-9	0.00000000000000000E0
1.55219999999999669E-9	0.00000000000000000E0
1.56219999999999670E-9	0.00000000000000000E0
1.57219999999999605E-9	0.00000000000000000E0
1.58219999999999694E-9	0.00000000000000000E0
1.59219999999999651E-9	0.00000000000000000E0
1.60219999999999629E-9	0.00000000000000000E0
1.61219999999999675E-9	0.00000000000000000E0
1.62219999999999631E-9	0.00000000000000000E0
1.63219999999999610E-9	0.00000000000000000E0
1.64219999999999611E-9	0.00000000000000000E0
1.65219999999999589E-9	0.00000000000000000E0
1.66219999999999590E-9	0.00000000000000000E0
1.67219999999999591E-9	0.00000000000000000E0
1.68219999999999614E-9	0.00000000000000000E0
1.69219999999999615E-9	0.00000000000000000E0
1.70219999999999572E-9	0.00000000000000000E0
1.71219999999999661E-9	0.00000000000000000E0
1.72219999999999618E-9	0.00000000000000000E0
1.73219999999999597E-9	0.00000000000000000E0
1.74219999999999553E-9	0.00000000000000000E0
1.75219999999999598E-9	0.00000000000000000E0
1.76219999999999577E-9	0.00000000000000000E0
1.77219999999999600E-9	0.00000000000000000E0
1.78219999999999601E-9	0.00000000000000000E0
1.79219999999999602E-9	0.00000000000000000E0
1.80219999999999581E-9	0.00000000000000000E0
1.81219999999999581E-9	0.00000000000000000E0
1.82219999999999605E-9	0.00000000000000000E0
1.83219999999999539E-9	0.00000000000000000E0
1.84219999999999517E-9	0.00000000000000000E0
1.85219999999999541E-9	0.00000000000000000E0
1.86219999999999497E-9	0.00000000000000000E0
1.87219999999999587E-9	0.00000000000000000E0
1.88219999999999565E-9	0.00000000000000000E0
1.89219999999999611E-9	0.00000000000000000E0
1.90219999999999656E-9	0.00000000000000000E0
1.91219999999999679E-9	0.00000000000000000E0
1.92219999999999658E-9	0.00000000000000000E0
1.93219999999999636E-9	0.00000000000000000E0
1.94219999999999660E-9	0.00000000000000000E0
1.95219999999999727E-9	0.00000000000000000E0
1.96219999999999706E-9	0.00000000000000000E0
1.97219999999999729E-9	0.00000000000000000E0
1.98219999999999796E-9	0.00000000000000000E0
1.99219999999999775E-9	0.00000000000000000E0
2.00219999999999798E-9	0.00000000000000000E0
2.01219999999999777E-9	0.00000000000000000E0
2.02219999999999844E-9	0.00000000000000000E0
2.03219999999999867E-9	0.00000000000000000E0
2.04219999999999802E-9	0.00000000000000000E0
2.05219999999999869E-9	0.00000000000000000E0
2.06219999999999981E-9	0.00000000000000000E0
2.07219999999999960E-9	0.00000000000000000E0
2.08219999999999894E-9	0.00000000000000000E0
2.09219999999999917E-9	0.00000000000000000E0
2.10219999999999896E-9	0.00000000000000000E0
2.11220000000000008E-9	0.00000000000000000E0
2.12219999999999942E-9	0.00000000000000000E0
2.13220000000000010E-9	0.00000000000000000E0
2.14220000000000033E-9	0.00000000000000000E0
2.15220000000000011E-9	0.00000000000000000E0
2.16220000000000079E-9	0.00000000000000000E0
2.17220000000000102E-9	0.00000000000000000E0
2.18220000000000081E-9	0.00000000000000000E0
2.19220000000000104E-9	0.00000000000000000E0
2.20220000000000127E-9	0.00000000000000000E0
2.21220000000000150E-9	0.00000000000000000E0
2.22220000000000217E-9	0.00000000000000000E0
2.23220000000000196E-9	0.00000000000000000E0
2.24220000000000219E-9	0.00000000000000000E0
2.25220000000000198E-9	0.00000000000000000E0
2.26220000000000265E-9	0.00000000000000000E0
2.27220000000000244E-9	0.00000000000000000E0
2.28220000000000312E-9	0.00000000000000000E0
2.29220000000000290E-9	0.00000000000000000E0
2.30220000000000358E-9	0.00000000000000000E0
2.31220000000000336E-9	0.00000000000000000E0
2.32220000000000359E-9	0.00000000000000000E0
2.33220000000000294E-9	0.00000000000000000E0
2.34220000000000317E-9	0.00000000000000000E0
2.35220000000000384E-9	0.00000000000000000E0
2.36220000000000452E-9	0.00000000000000000E0
2.37220000000000431E-9	0.00000000000000000E0
2.38220000000000454E-9	0.00000000000000000E0
2.39220000000000432E-9	0.00000000000000000E0
2.40220000000000500E-9	0.00000000000000000E0
2.41220000000000390E-9	0.00000000000000000E0
2.42220000000000502E-9	0.00000000000000000E0
2.43220000000000525E-9	0.00000000000000000E0
2.44220000000000503E-9	0.00000000000000000E0
2.45220000000000482E-9	0.00000000000000000E0
2.46220000000000638E-9	0.00000000000000000E0
2.47220000000000617E-9	0.00000000000000000E0
2.48220000000000596E-9	0.00000000000000000E0
2.49220000000000619E-9	0.00000000000000000E0
2.50220000000000642E-9	0.00000000000000000E0
2.51220000000000665E-9	0.00000000000000000E0
2.52220000000000732E-9	0.00000000000000000E0
2.53220000000000667E-9	0.00000000000000000E0
2.54220000000000779E-9	0.00000000000000000E0
2.55220000000000802E-9	0.00000000000000000E0
2.56220000000000780E-9	0.00000000000000000E0
2.57220000000000715E-9	0.00000000000000000E0
2.58220000000000782E-9	0.00000000000000000E0
2.59220000000000805E-9	0.00000000000000000E0
2.60220000000000873E-9	0.00000000000000000E0
2.61220000000000852E-9	0.00000000000000000E0
2.62220000000000830E-9	0.00000000000000000E0
2.63220000000000853E-9	0.00000000000000000E0
2.64220000000000965E-9	0.00000000000000000E0
2.65220000000000899E-9	0.00000000000000000E0
2.66220000000000967E-9	0.00000000000000000E0
2.67220000000000946E-9	0.00000000000000000E0
2.68220000000000969E-9	0.00000000000000000E0
2.69220000000000947E-9	0.00000000000000000E0
2.70220000000000971E-9	0.00000000000000000E0
2.71220000000000994E-9	0.00000000000000000E0
2.72220000000001061E-9	0.00000000000000000E0
2.73220000000001129E-9	0.00000000000000000E0
2.74220000000001018E-9	0.00000000000000000E0
2.75220000000001086E-9	0.00000000000000000E0
2.76220000000001020E-9	0.00000000000000000E0
2.77220000000001132E-9	0.00000000000000000E0
2.78220000000001111E-9	0.00000000000000000E0
2.79220000000001134E-9	0.00000000000000000E0
2.80220000000001157E-9	0.00000000000000000E0
2.81220000000001180E-9	0.00000000000000000E0
2.82220000000001248E-9	0.00000000000000000E0
2.83220000000001182E-9	0.00000000000000000E0
2.84220000000001205E-9	0.00000000000000000E0
2.85220000000001228E-9	0.00000000000000000E0
2.86220000000001296E-9	0.00000000000000000E0
2.87220000000001274E-9	0.00000000000000000E0
2.88220000000001297E-9	0.00000000000000000E0
2.89220000000001320E-9	0.00000000000000000E0
2.90220000000001388E-9	0.00000000000000000E0
2.91220000000001367E-9	0.00000000000000000E0
2.92220000000001434E-9	0.00000000000000000E0
2.93220000000001368E-9	0.00000000000000000E0
2.94220000000001480E-9	0.00000000000000000E0
2.95220000000001459E-9	0.00000000000000000E0
2.96220000000001349E-9	0.00000000000000000E0
2.97220000000001505E-9	0.00000000000000000E0
2.98220000000001439E-9	0.00000000000000000E0
2.99220000000001463E-9	0.00000000000000000E0
3.00220000000001486E-9	0.00000000000000000E0
3.01220000000001553E-9	0.00000000000000000E0
3.02220000000001576E-9	0.00000000000000000E0
3.03220000000001599E-9	0.00000000000000000E0
3.04220000000001622E-9	0.00000000000000000E0
3.05220000000001557E-9	0.00000000000000000E0
3.06220000000001535E-9	0.00000000000000000E0
3.07220000000001603E-9	0.00000000000000000E0
3.08220000000001715E-9	0.00000000000000000E0
3.09220000000001694E-9	0.00000000000000000E0
3.10220000000001717E-9	0.00000000000000000E0
3.11220000000001740E-9	0.00000000000000000E0
3.12220000000001718E-9	0.00000000000000000E0
3.13220000000001697E-9	0.00000000000000000E0
3.14220000000001765E-9	0.00000000000000000E0
3.15220000000001832E-9	0.00000000000000000E0
3.16220000000001811E-9	0.00000000000000000E0
3.17220000000001834E-9	0.00000000000000000E0
3.18220000000001857E-9	0.00000000000000000E0
3.19220000000001924E-9	0.00000000000000000E0
3.20220000000001725E-9	0.00000000000000000E0
3.21220000000001837E-9	0.00000000000000000E0
3.22220000000001905E-9	0.00000000000000000E0
3.23220000000001884E-9	0.00000000000000000E0
3.24220000000001995E-9	0.00000000000000000E0
3.25220000000001885E-9	0.00000000000000000E0
3.26220000000001997E-9	0.00000000000000000E0
3.27220000000001932E-9	0.00000000000000000E0
3.28220000000001955E-9	0.00000000000000000E0
3.29220000000002022E-9	0.00000000000000000E0
3.30220000000001956E-9	0.00000000000000000E0
3.31220000000002068E-9	0.00000000000000000E0
3.32220000000001958E-9	0.00000000000000000E0
3.33220000000002070E-9	0.00000000000000000E0
3.34220000000002049E-9	0.00000000000000000E0
3.35220000000002116E-9	0.00000000000000000E0
3.36220000000002139E-9	0.00000000000000000E0
3.37220000000002162E-9	0.00000000000000000E0
3.38220000000002186E-9	0.00000000000000000E0
3.39220000000002209E-9	0.00000000000000000E0
3.40220000000002232E-9	0.00000000000000000E0
3.41220000000002299E-9	0.00000000000000000E0
3.42220000000002234E-9	0.00000000000000000E0
3.43220000000002301E-9	0.00000000000000000E0
3.44220000000002280E-9	0.00000000000000000E0
3.45220000000002303E-9	0.00000000000000000E0
3.46220000000002370E-9	0.00000000000000000E0
3.47220000000002260E-9	0.00000000000000000E0
3.48220000000002283E-9	0.00000000000000000E0
3.49220000000002440E-9	0.00000000000000000E0
3.50220000000002329E-9	0.00000000000000000E0
3.51220000000002353E-9	0.00000000000000000E0
3.52220000000002420E-9	0.00000000000000000E0
3.53220000000002443E-9	0.00000000000000000E0
3.54220000000002377E-9	0.00000000000000000E0
3.55220000000002489E-9	0.00000000000000000E0
3.56220000000002601E-9	0.00000000000000000E0
3.57220000000002491E-9	0.00000000000000000E0
3.58220000000002470E-9	0.00000000000000000E0
3.59220000000002537E-9	0.00000000000000000E0
3.60220000000002472E-9	0.00000000000000000E0
3.61220000000002539E-9	0.00000000000000000E0
3.62220000000002518E-9	0.00000000000000000E0
3.63220000000002541E-9	0.00000000000000000E0
3.64220000000002564E-9	0.00000000000000000E0
3.65220000000002631E-9	0.00000000000000000E0
3.66220000000002655E-9	0.00000000000000000E0
3.67220000000002678E-9	0.00000000000000000E0
3.68220000000002701E-9	0.00000000000000000E0
3.69220000000002635E-9	0.00000000000000000E0
3.70220000000002702E-9	0.00000000000000000E0
3.71220000000002726E-9	0.00000000000000000E0
3.72220000000002749E-9	0.00000000000000000E0
3.73220000000002727E-9	0.00000000000000000E0
3.74220000000002795E-9	0.00000000000000000E0
3.75220000000002729E-9	0.00000000000000000E0
3.76220000000002663E-9	0.00000000000000000E0
3.77220000000002553E-9	0.00000000000000000E0
3.78220000000002665E-9	0.00000000000000000E0
3.79220000000002599E-9	0.00000000000000000E0
3.80220000000002667E-9	0.00000000000000000E0
3.81220000000002468E-9	0.00000000000000000E0
3.82220000000002491E-9	0.00000000000000000E0
3.83220000000002425E-9	0.00000000000000000E0
3.84220000000002582E-9	0.00000000000000000E0
3.85220000000002516E-9	0.00000000000000000E0
3.86220000000002450E-9	0.00000000000000000E0
3.87220000000002340E-9	0.00000000000000000E0
3.88220000000002319E-9	0.00000000000000000E0
3.89220000000002342E-9	0.00000000000000000E0
3.90220000000002232E-9	0.00000000000000000E0
3.91220000000002388E-9	0.00000000000000000E0
3.92220000000002234E-9	0.00000000000000000E0
3.93220000000002168E-9	0.00000000000000000E0
3.94220000000002235E-9	0.00000000000000000E0
3.95220000000002258E-9	0.00000000000000000E0
3.96220000000002148E-9	0.00000000000000000E0
3.97220000000002127E-9	0.00000000000000000E0
3.98220000000002017E-9	0.00000000000000000E0
3.99220000000002084E-9	0.00000000000000000E0
4.00220000000002152E-9	0.00000000000000000E0
4.01220000000002130E-9	0.00000000000000000E0
4.02220000000001932E-9	0.00000000000000000E0
4.03220000000001999E-9	0.00000000000000000E0
4.04220000000002067E-9	0.00000000000000000E0
4.05220000000002045E-9	0.00000000000000000E0
4.06220000000001935E-9	0.00000000000000000E0
4.07220000000001914E-9	0.00000000000000000E0
4.08220000000001892E-9	0.00000000000000000E0
4.09220000000001782E-9	0.00000000000000000E0
4.10220000000001761E-9	0.00000000000000000E0
4.11220000000001829E-9	0.00000000000000000E0
4.12220000000001896E-9	0.00000000000000000E0
4.13220000000001786E-9	0.00000000000000000E0
4.14220000000001676E-9	0.00000000000000000E0
4.15220000000001654E-9	0.00000000000000000E0
4.16220000000001811E-9	0.00000000000000000E0
4.17220000000001612E-9	0.00000000000000000E0
4.18220000000001679E-9	0.00000000000000000E0
4.19220000000001747E-9	0.00000000000000000E0
4.20220000000001637E-9	0.00000000000000000E0
4.21220000000001615E-9	0.00000000000000000E0
4.22220000000001505E-9	0.00000000000000000E0
4.23220000000001573E-9	0.00000000000000000E0
4.24220000000001551E-9	0.00000000000000000E0
4.25220000000001441E-9	0.00000000000000000E0
4.26220000000001509E-9	0.00000000000000000E0
4.27220000000001399E-9	0.00000000000000000E0
4.28220000000001466E-9	0.00000000000000000E0
4.29220000000001356E-9	0.00000000000000000E0
4.30220000000001246E-9	0.00000000000000000E0
4.31220000000001313E-9	0.00000000000000000E0
4.32220000000001381E-9	0.00000000000000000E0
4.33220000000001271E-9	0.00000000000000000E0
4.34220000000001249E-9	0.00000000000000000E0
4.35220000000001228E-9	0.00000000000000000E0
4.36220000000001118E-9	0.00000000000000000E0
4.37220000000001185E-9	0.00000000000000000E0
4.38220000000001075E-9	0.00000000000000000E0
4.39220000000001232E-9	0.00000000000000000E0
4.40220000000001033E-9	0.00000000000000000E0
4.41220000000001100E-9	0.00000000000000000E0
4.42220000000001079E-9	0.00000000000000000E0
4.43220000000000969E-9	0.00000000000000000E0
4.44220000000001036E-9	0.00000000000000000E0
4.45220000000001015E-9	0.00000000000000000E0
4.46220000000000994E-9	0.00000000000000000E0
4.47220000000000883E-9	0.00000000000000000E0
4.48220000000000862E-9	0.00000000000000000E0
4.49220000000000930E-9	0.00000000000000000E0
4.50220000000000820E-9	0.00000000000000000E0
4.51220000000000798E-9	0.00000000000000000E0
4.52220000000000955E-9	0.00000000000000000E0
4.53220000000000756E-9	0.00000000000000000E0
4.54220000000000645E-9	0.00000000000000000E0
4.55220000000000713E-9	0.00000000000000000E0
4.56220000000000780E-9	0.00000000000000000E0
4.57220000000000670E-9	0.00000000000000000E0
4.58220000000000560E-9	0.00000000000000000E0
4.59220000000000628E-9	0.00000000000000000E0
4.60220000000000695E-9	0.00000000000000000E0
4.61220000000000496E-9	0.00000000000000000E0
4.62220000000000475E-9	0.00000000000000000E0
4.63220000000000542E-9	0.00000000000000000E0
4.64220000000000610E-9	0.00000000000000000E0
4.65220000000000589E-9	0.00000000000000000E0
4.66220000000000478E-9	0.00000000000000000E0
4.67220000000000457E-9	0.00000000000000000E0
4.68220000000000436E-9	0.00000000000000000E0
4.69220000000000326E-9	0.00000000000000000E0
4.70220000000000393E-9	0.00000000000000000E0
4.71220000000000461E-9	0.00000000000000000E0
4.72220000000000351E-9	0.00000000000000000E0
4.73220000000000329E-9	0.00000000000000000E0
4.74220000000000219E-9	0.00000000000000000E0
4.75220000000000198E-9	0.00000000000000000E0
4.76220000000000265E-9	0.00000000000000000E0
4.77220000000000155E-9	0.00000000000000000E0
4.78220000000000223E-9	0.00000000000000000E0
4.79220000000000201E-9	0.00000000000000000E0
4.80220000000000180E-9	0.00000000000000000E0
4.81220000000000070E-9	0.00000000000000000E0
4.82219999999999960E-9	0.00000000000000000E0
4.83220000000000116E-9	0.00000000000000000E0
4.84220000000000095E-9	0.00000000000000000E0
4.85220000000000073E-9	0.00000000000000000E0
4.86220000000000052E-9	0.00000000000000000E0
4.87219999999999942E-9	0.00000000000000000E0
4.88220000000000010E-9	0.00000000000000000E0
4.89219999999999899E-9	0.00000000000000000E0
4.90219999999999878E-9	0.00000000000000000E0
4.91219999999999768E-9	0.00000000000000000E0
4.92219999999999835E-9	0.00000000000000000E0
4.93219999999999814E-9	0.00000000000000000E0
4.94219999999999970E-9	0.00000000000000000E0
4.95219999999999683E-9	0.00000000000000000E0
4.96219999999999928E-9	0.00000000000000000E0
4.97219999999999729E-9	0.00000000000000000E0
4.98219999999999530E-9	0.00000000000000000E0
4.99219999999999775E-9	0.00000000000000000E0
5.00000000000000000E-9	0.00000000000000000E0
5.00099999999999945E-9	0.00000000000000000E0
5.00399999999999956E-9	0.00000000000000000E0
5.01300000000000079E-9	0.00000000000000000E0
5.02300000000000058E-9	0.00000000000000000E0
5.03299999999999947E-9	0.00000000000000000E0
5.04299999999999926E-9	0.00000000000000000E0
5.05300000000000082E-9	0.00000000000000000E0
5.06299999999999883E-9	0.00000000000000000E0
5.07299999999999773E-9	0.00000000000000000E0
5.08299999999999841E-9	0.00000000000000000E0
5.09299999999999820E-9	0.00000000000000000E0
5.10299999999999976E-9	0.00000000000000000E0
5.11299999999999866E-9	0.00000000000000000E0
5.12299999999999844E-9	0.00000000000000000E0
5.13299999999999912E-9	0.00000000000000000E0
5.14299999999999713E-9	0.00000000000000000E0
5.15299999999999780E-9	0.00000000000000000E0
5.16299999999999759E-9	0.00000000000000000E0
5.17299999999999649E-9	0.00000000000000000E0
5.18299999999999805E-9	0.00000000000000000E0
5.19299999999999518E-9	0.00000000000000000E0
5.20299999999999585E-9	0.00000000000000000E0
5.21299999999999653E-9	0.00000000000000000E0
5.22299999999999720E-9	0.00000000000000000E0
5.23299999999999521E-9	0.00000000000000000E0
5.24299999999999677E-9	0.00000000000000000E0
5.25299999999999478E-9	0.00000000000000000E0
5.26299999999999546E-9	0.00000000000000000E0
5.27299999999999436E-9	0.00000000000000000E0
5.28299999999999592E-9	0.00000000000000000E0
5.29299999999999393E-9	0.00000000000000000E0
5.30299999999999372E-9	0.00000000000000000E0
5.31299999999999439E-9	0.00000000000000000E0
5.32299999999999329E-9	0.00000000000000000E0
5.33299999999999219E-9	0.00000000000000000E0
5.34299999999999287E-9	0.00000000000000000E0
5.35299999999999354E-9	0.00000000000000000E0
5.36299999999999244E-9	0.00000000000000000E0
5.37299999999999223E-9	0.00000000000000000E0
5.38299999999999201E-9	0.00000000000000000E0
5.39299999999999091E-9	0.00000000000000000E0
5.40299999999999248E-9	0.00000000000000000E0
5.41299999999998960E-9	0.00000000000000000E0
5.42299999999999116E-9	0.00000000000000000E0
5.43299999999999006E-9	0.00000000000000000E0
5.44299999999999073E-9	0.00000000000000000E0
5.45299999999999052E-9	0.00000000000000000E0
5.46299999999999031E-9	0.00000000000000000E0
5.47299999999998921E-9	0.00000000000000000E0
5.48299999999998899E-9	0.00000000000000000E0
5.49299999999998967E-9	0.00000000000000000E0
5.50299999999998768E-9	0.00000000000000000E0
5.51299999999998924E-9	0.00000000000000000E0
5.52299999999998814E-9	0.00000000000000000E0
5.53299999999998793E-9	0.00000000000000000E0
5.54299999999998860E-9	0.00000000000000000E0
5.55299999999998661E-9	0.00000000000000000E0
5.56299999999998818E-9	0.00000000000000000E0
5.57299999999998796E-9	0.00000000000000000E0
5.58299999999998686E-9	0.00000000000000000E0
5.59299999999998576E-9	0.00000000000000000E0
5.60299999999998732E-9	0.00000000000000000E0
5.61299999999998800E-9	0.00000000000000000E0
5.62299999999998690E-9	0.00000000000000000E0
5.63299999999998580E-9	0.00000000000000000E0
5.64299999999998558E-9	0.00000000000000000E0
5.65299999999998448E-9	0.00000000000000000E0
5.66299999999998338E-9	0.00000000000000000E0
5.67299999999998494E-9	0.00000000000000000E0
5.68299999999998473E-9	0.00000000000000000E0
5.69299999999998363E-9	0.00000000000000000E0
5.70299999999998519E-9	0.00000000000000000E0
5.71299999999998320E-9	0.00000000000000000E0
5.72299999999998477E-9	0.00000000000000000E0
5.73299999999998366E-9	0.00000000000000000E0
5.74299999999998256E-9	0.00000000000000000E0
5.75299999999998413E-9	0.00000000000000000E0
5.76299999999998214E-9	0.00000000000000000E0
5.77299999999998281E-9	0.00000000000000000E0
5.78299999999998260E-9	0.00000000000000000E0
5.79299999999998239E-9	0.00000000000000000E0
5.80299999999998128E-9	0.00000000000000000E0
5.81299999999998107E-9	0.00000000000000000E0
5.82299999999998175E-9	0.00000000000000000E0
5.83299999999998242E-9	0.00000000000000000E0
5.84299999999998043E-9	0.00000000000000000E0
5.85299999999997933E-9	0.00000000000000000E0
5.86299999999998001E-9	0.00000000000000000E0
5.87299999999997979E-9	0.00000000000000000E0
5.88299999999998136E-9	0.00000000000000000E0
5.89299999999997937E-9	0.00000000000000000E0
5.90299999999998093E-9	0.00000000000000000E0
5.91299999999997805E-9	0.00000000000000000E0
5.92299999999997873E-9	0.00000000000000000E0
5.93299999999997940E-9	0.00000000000000000E0
5.94299999999997919E-9	0.00000000000000000E0
5.95299999999997809E-9	0.00000000000000000E0
5.96299999999997610E-9	0.00000000000000000E0
5.97299999999997855E-9	0.00000000000000000E0
5.98299999999997745E-9	0.00000000000000000E0
5.99299999999997723E-9	0.00000000000000000E0
