time	Vo_no_amp
3.00130000000018216E-8	-3.66543329220791669E-10
3.00230000000018293E-8	-3.57857531296101872E-10
3.00330000000018149E-8	-3.45925785629768168E-10
3.00430000000018227E-8	-3.30779503987124857E-10
3.00530000000018127E-8	-3.12486236941388373E-10
3.00630000000018205E-8	-2.91150707776660589E-10
3.00730000000018149E-8	-2.66915241378183143E-10
3.00830000000018138E-8	-2.39959551038310082E-10
3.00930000000018083E-8	-2.10499860163235608E-10
3.01030000000018116E-8	-1.78787350730200822E-10
3.01130000000018105E-8	-1.45105945649231671E-10
3.01230000000018006E-8	-1.09769447546532972E-10
3.01330000000018039E-8	-7.31180715249290536E-11
3.01430000000017984E-8	-3.55144237938765350E-11
3.01530000000017928E-8	2.66100866193832397E-12
3.01630000000018006E-8	4.10147803240431585E-11
3.01730000000017906E-8	7.91457340510323348E-11
3.01830000000017939E-8	1.16650477178901002E-10
3.01930000000017884E-8	1.53128985249850924E-10
3.02030000000017917E-8	1.88190228040092444E-10
3.02130000000017818E-8	2.21457711198026441E-10
3.02230000000017895E-8	2.52574827891027187E-10
3.02330000000017796E-8	2.81209918367652723E-10
3.02430000000017873E-8	3.07060941188146153E-10
3.02530000000017818E-8	3.29859667917372335E-10
3.02630000000017763E-8	3.49375323114595515E-10
3.02730000000017752E-8	3.65417603248462708E-10
3.02830000000017741E-8	3.77839021425358546E-10
3.02930000000017685E-8	3.86536539221833664E-10
3.03030000000017674E-8	3.91452462107076116E-10
3.03130000000017663E-8	3.92574590561409265E-10
3.03230000000017696E-8	3.89935634664976005E-10
3.03330000000017641E-8	3.83611915271440740E-10
3.03430000000017674E-8	3.73721389529479886E-10
3.03530000000017530E-8	3.60421052124357377E-10
3.03630000000017608E-8	3.43903775865571770E-10
3.03730000000017597E-8	3.24394665862994369E-10
3.03830000000017586E-8	3.02147010274712713E-10
3.03930000000017575E-8	2.77437917285222602E-10
3.04030000000017564E-8	2.50563732446249610E-10
3.04130000000017509E-8	2.21835332704126831E-10
3.04230000000017498E-8	1.91573393325133079E-10
3.04330000000017531E-8	1.60103721549374245E-10
3.04430000000017387E-8	1.27752746247288385E-10
3.04530000000017420E-8	9.48432462672507270E-11
3.04630000000017453E-8	6.16903917443614169E-11
3.04730000000017398E-8	2.85981626300047242E-11
3.04830000000017343E-8	-4.14380262233777241E-12
3.04930000000017420E-8	-3.62628876084336582E-11
3.05030000000017276E-8	-6.75056801579258536E-11
3.05130000000017265E-8	-9.76396418804997168E-11
3.05230000000017387E-8	-1.26454264114638093E-10
3.05330000000017199E-8	-1.53761722269328516E-10
3.05430000000017188E-8	-1.79397052804376944E-10
3.05530000000017310E-8	-2.03217888347732778E-10
3.05630000000017210E-8	-2.25103796419819435E-10
3.05730000000017288E-8	-2.44955275683595985E-10
3.05830000000017233E-8	-2.62692470366197295E-10
3.05930000000017133E-8	-2.78253668352570038E-10
3.06030000000017122E-8	-2.91593651333973902E-10
3.06130000000017111E-8	-3.02681966258621715E-10
3.06230000000017100E-8	-3.11501186186550161E-10
3.06330000000016955E-8	-3.18045225558307054E-10
3.06430000000017033E-8	-3.22317769961223366E-10
3.06530000000017022E-8	-3.24330873880317139E-10
3.06630000000017056E-8	-3.24103771859376932E-10
3.06730000000017000E-8	-3.21661939215654957E-10
3.06830000000016989E-8	-3.17036428224259925E-10
3.06930000000016889E-8	-3.10263494814941643E-10
3.07030000000016967E-8	-3.01384519619333657E-10
3.07130000000016867E-8	-2.90446215992827605E-10
3.07230000000016945E-8	-2.77501106732672476E-10
3.07330000000016845E-8	-2.62608240933105552E-10
3.07430000000016923E-8	-2.45834113051638115E-10
3.07530000000016912E-8	-2.27253738074267719E-10
3.07630000000016857E-8	-2.06951829894625794E-10
3.07730000000016801E-8	-1.85024024856943292E-10
3.07830000000016746E-8	-1.61578089005066872E-10
3.07930000000016735E-8	-1.36735046031261165E-10
3.08030000000016813E-8	-1.10630163280132110E-10
3.08130000000016668E-8	-8.34137354335990722E-11
3.08230000000016791E-8	-5.52516096294306713E-11
3.08330000000016691E-8	-2.63254016449570072E-11
3.08430000000016680E-8	3.16763974194070919E-12
3.08530000000016624E-8	3.30151542153396349E-11
3.08630000000016658E-8	6.29906011475038685E-11
3.08730000000016602E-8	9.28546135605200007E-11
3.08830000000016636E-8	1.22356776209238305E-10
3.08930000000016625E-8	1.51237817276670894E-10
3.09030000000016569E-8	1.79232191287068798E-10
3.09130000000016558E-8	2.06071019283681345E-10
3.09230000000016547E-8	2.31485341399348910E-10
3.09330000000016492E-8	2.55209626964821856E-10
3.09430000000016525E-8	2.76985478525105489E-10
3.09530000000016470E-8	2.96565458810932947E-10
3.09630000000016459E-8	3.13716964046754132E-10
3.09730000000016403E-8	3.28226063132397394E-10
3.09830000000016481E-8	3.39901220330494347E-10
3.09930000000016292E-8	3.48576819194075593E-10
3.10030000000016415E-8	3.54116407595443849E-10
3.10130000000016359E-8	3.56415587833795477E-10
3.10230000000016304E-8	3.55404481819510654E-10
3.10330000000016337E-8	3.51049709123326670E-10
3.10430000000016415E-8	3.43355825059221154E-10
3.10530000000016315E-8	3.32366176720599915E-10
3.10630000000016260E-8	3.18163146755042625E-10
3.10730000000016293E-8	3.00867767359658744E-10
3.10830000000016238E-8	2.80638700201940861E-10
3.10930000000016182E-8	2.57670591401265536E-10
3.11030000000016127E-8	2.32191824019814019E-10
3.11130000000016160E-8	2.04461703387374438E-10
3.11230000000016149E-8	1.74767122711860523E-10
3.11330000000016094E-8	1.43418767514782708E-10
3.11430000000016172E-8	1.10746927212739887E-10
3.11530000000016027E-8	7.70969904093702940E-11
3.11630000000016105E-8	4.28247069727047780E-11
3.11730000000016050E-8	8.29130459938121689E-12
3.11830000000016039E-8	-2.61414497944908497E-11
3.11930000000015983E-8	-6.01161529206562051E-11
3.12030000000015972E-8	-9.32845427208776812E-11
3.12130000000016006E-8	-1.25312064693287706E-10
3.12230000000015995E-8	-1.55882146270524546E-10
3.12330000000015984E-8	-1.84700105699238826E-10
3.12430000000015928E-8	-2.11496630571857525E-10
3.12530000000015828E-8	-2.36030771219917179E-10
3.12630000000015906E-8	-2.58092405339728437E-10
3.12730000000015806E-8	-2.77504142206156112E-10
3.12830000000015884E-8	-2.94122647341380095E-10
3.12930000000015784E-8	-3.07839381234626908E-10
3.13030000000015818E-8	-3.18580758345455184E-10
3.13130000000015674E-8	-3.26307744861942917E-10
3.13230000000015885E-8	-3.31014925233782664E-10
3.13330000000015740E-8	-3.32729078086887586E-10
3.13430000000015774E-8	-3.31507311505806612E-10
3.13530000000015674E-8	-3.27434815631307830E-10
3.13630000000015752E-8	-3.20622296889468750E-10
3.13730000000015607E-8	-3.11203162814413181E-10
3.13830000000015730E-8	-2.99330529263781475E-10
3.13930000000015630E-8	-2.85174122815605813E-10
3.14030000000015708E-8	-2.68917150286758133E-10
3.14130000000015563E-8	-2.50753204682968978E-10
3.14230000000015597E-8	-2.30883272580225096E-10
3.14330000000015497E-8	-2.09512902091012343E-10
3.14430000000015530E-8	-1.86849583368403316E-10
3.14530000000015519E-8	-1.63100385261412151E-10
3.14630000000015464E-8	-1.38469882498580388E-10
3.14730000000015409E-8	-1.13158397906192709E-10
3.14830000000015486E-8	-8.73605739392031744E-11
3.14930000000015431E-8	-6.12642774993794514E-11
3.15030000000015464E-8	-3.50498319175592954E-11
3.15130000000015409E-8	-8.88956035776686981E-12
3.15230000000015309E-8	1.70523839830633328E-11
3.15330000000015342E-8	4.26199334206589864E-11
3.15430000000015420E-8	6.76648063548295742E-11
3.15530000000015320E-8	9.20460375400353925E-11
3.15630000000015265E-8	1.15629386640499465E-10
3.15730000000015298E-8	1.38286675994346586E-10
3.15830000000015243E-8	1.59895109228629906E-10
3.15930000000015276E-8	1.80336621458725088E-10
3.16030000000015221E-8	1.99497309311919335E-10
3.16130000000015254E-8	2.17266985019802794E-10
3.16230000000015155E-8	2.33538893451733731E-10
3.16330000000015232E-8	2.48209624373933480E-10
3.16430000000015177E-8	2.61179244610127581E-10
3.16530000000015121E-8	2.72351666372025925E-10
3.16630000000015155E-8	2.81635259064621879E-10
3.16730000000015099E-8	2.88943702610436448E-10
3.16830000000015088E-8	2.94197071044424163E-10
3.16930000000015166E-8	2.97323126074033350E-10
3.17030000000015066E-8	2.98258791737195850E-10
3.17130000000015011E-8	2.96951773471779923E-10
3.17230000000015000E-8	2.93362278060319159E-10
3.17330000000014989E-8	2.87464785234695031E-10
3.17430000000014978E-8	2.79249817386657506E-10
3.17530000000015011E-8	2.68725650965555651E-10
3.17630000000014912E-8	2.55919911848969051E-10
3.17730000000014945E-8	2.40880997297762622E-10
3.17830000000014934E-8	2.23679269063772113E-10
3.17930000000014790E-8	2.04407965771657452E-10
3.18030000000014912E-8	1.83183787769485784E-10
3.18130000000014768E-8	1.60147114117666800E-10
3.18230000000014845E-8	1.35461819107588921E-10
3.18330000000014879E-8	1.09314664480690737E-10
3.18430000000014779E-8	8.19142531379685224E-11
3.18530000000014724E-8	5.34895403481833931E-11
3.18630000000014801E-8	2.42879090225311955E-11
3.18730000000014835E-8	-5.42717374368033845E-12
3.18830000000014735E-8	-3.53788912269574851E-11
3.18930000000014591E-8	-6.52801651243298586E-11
3.19030000000014624E-8	-9.48370502428247164E-11
3.19130000000014613E-8	-1.23752380692266417E-10
3.19230000000014691E-8	-1.51729605336409223E-10
3.19330000000014591E-8	-1.78476744514804464E-10
3.19430000000014536E-8	-2.03710395823416812E-10
3.19530000000014525E-8	-2.27159714151342351E-10
3.19630000000014558E-8	-2.48570290288869788E-10
3.19730000000014503E-8	-2.67707853280771912E-10
3.19830000000014536E-8	-2.84361724286906314E-10
3.19930000000014481E-8	-2.98347953975638980E-10
3.20030000000014470E-8	-3.09512081318240861E-10
3.20130000000014459E-8	-3.17731458939011802E-10
3.20230000000014448E-8	-3.22917098735424268E-10
3.20330000000014481E-8	-3.25015001112653490E-10
3.20430000000014426E-8	-3.24006941648820401E-10
3.20530000000014414E-8	-3.19910700072083820E-10
3.20630000000014403E-8	-3.12779727825221743E-10
3.20730000000014348E-8	-3.02702261946975337E-10
3.20830000000014381E-8	-2.89799904241012207E-10
3.20930000000014326E-8	-2.74225695467918129E-10
3.21030000000014315E-8	-2.56161724331034568E-10
3.21130000000014260E-8	-2.35816320100211385E-10
3.21230000000014293E-8	-2.13420885620523881E-10
3.21330000000014149E-8	-1.89226434007607636E-10
3.21430000000014271E-8	-1.63499897393669080E-10
3.21530000000014260E-8	-1.36520279552399426E-10
3.21630000000014160E-8	-1.08574726031064395E-10
3.21730000000014194E-8	-7.99545855296939223E-11
3.21830000000014138E-8	-5.09515347082167835E-11
3.21930000000014083E-8	-2.18538354314342520E-11
3.22030000000014205E-8	7.05721122279648938E-12
3.22130000000014149E-8	3.55105559299652018E-11
3.22230000000014094E-8	6.32483860716128987E-11
3.22330000000014039E-8	9.00287619744137757E-11
3.22430000000014072E-8	1.15627870818991663E-10
3.22530000000013972E-8	1.39841874243078013E-10
3.22630000000014006E-8	1.62488335614659984E-10
3.22730000000013906E-8	1.83407222958619265E-10
3.22830000000013939E-8	2.02461493333780407E-10
3.22930000000013928E-8	2.19537273833181734E-10
3.23030000000013873E-8	2.34543663090009824E-10
3.23130000000013906E-8	2.47412185006341856E-10
3.23230000000013895E-8	2.58095933198316363E-10
3.23330000000013884E-8	2.66568450216067099E-10
3.23430000000013873E-8	2.72822389829770762E-10
3.23530000000013818E-8	2.76868013490850329E-10
3.23630000000013762E-8	2.78731573434336521E-10
3.23730000000013796E-8	2.78453634778264902E-10
3.23830000000013785E-8	2.76087387431274056E-10
3.23930000000013818E-8	2.71696995710441103E-10
3.24030000000013763E-8	2.65356029403535132E-10
3.24130000000013663E-8	2.57146014721353211E-10
3.24230000000013696E-8	2.47155137343237774E-10
3.24330000000013641E-8	2.35477122752685641E-10
3.24430000000013674E-8	2.22210311499218260E-10
3.24530000000013530E-8	2.07456939129395801E-10
3.24630000000013563E-8	1.91322622532911191E-10
3.24730000000013508E-8	1.73916046578803929E-10
3.24830000000013630E-8	1.55348837396282602E-10
3.24930000000013575E-8	1.35735601697412922E-10
3.25030000000013475E-8	1.15194105341026098E-10
3.25130000000013508E-8	9.38455590724746713E-11
3.25230000000013497E-8	7.18149751894910793E-11
3.25330000000013397E-8	4.92315558970284073E-11
3.25430000000013475E-8	2.62290724067071102E-11
3.25530000000013420E-8	2.94619345683881706E-12
3.25630000000013409E-8	-2.04732771123600488E-11
3.25730000000013442E-8	-4.38802918230999239E-11
3.25830000000013387E-8	-6.71206146384327074E-11
3.25930000000013287E-8	-9.00350695564312531E-11
3.26030000000013365E-8	-1.12460006924966427E-10
3.26130000000013309E-8	-1.34228005118010607E-10
3.26230000000013343E-8	-1.55168817964442174E-10
3.26330000000013243E-8	-1.75110570584517156E-10
3.26430000000013321E-8	-1.93881198281568889E-10
3.26530000000013221E-8	-2.11310115079296068E-10
3.26630000000013254E-8	-2.27230090612642499E-10
3.26730000000013199E-8	-2.41479306593476206E-10
3.26830000000013232E-8	-2.53903557192181539E-10
3.26930000000013088E-8	-2.64358551598842650E-10
3.27030000000013210E-8	-2.72712271928525229E-10
3.27130000000013155E-8	-2.78847335664827245E-10
3.27230000000013099E-8	-2.82663309115923322E-10
3.27330000000013133E-8	-2.84078916977075835E-10
3.27430000000013077E-8	-2.83034093107705331E-10
3.27530000000013022E-8	-2.79491819058115176E-10
3.27630000000013055E-8	-2.73439699702726147E-10
3.27730000000013000E-8	-2.64891229498785519E-10
3.27830000000012944E-8	-2.53886708302630471E-10
3.27930000000012933E-8	-2.40493772217742752E-10
3.28030000000013011E-8	-2.24807512468436066E-10
3.28130000000012911E-8	-2.06950163612816862E-10
3.28230000000012945E-8	-1.87070351330181239E-10
3.28330000000012889E-8	-1.65341899326639563E-10
3.28430000000012834E-8	-1.41962204373248957E-10
3.28530000000012867E-8	-1.17150197893073971E-10
3.28630000000012945E-8	-9.11439216181384282E-11
3.28730000000012845E-8	-6.41977534216685353E-11
3.28830000000012834E-8	-3.65793272852660722E-11
3.28930000000012823E-8	-8.56619829230452190E-12
3.29030000000012812E-8	1.95576906218897717E-11
3.29130000000012757E-8	4.75056788285946663E-11
3.29230000000012790E-8	7.49921304824981760E-11
3.29330000000012646E-8	1.01736182897500504E-10
3.29430000000012724E-8	1.27465434044949921E-10
3.29530000000012624E-8	1.51919503519926447E-10
3.29630000000012702E-8	1.74853403894592452E-10
3.29730000000012602E-8	1.96040663338527987E-10
3.29830000000012680E-8	2.15276145636878979E-10
3.29930000000012580E-8	2.32378520149363732E-10
3.30030000000012524E-8	2.47192341670186089E-10
3.30130000000012469E-8	2.59589708390337215E-10
3.30230000000012502E-8	2.69471475030123875E-10
3.30330000000012536E-8	2.76768007487447898E-10
3.30430000000012569E-8	2.81439474814150348E-10
3.30530000000012469E-8	2.83475683763371400E-10
3.30630000000012547E-8	2.82895470322792608E-10
3.30730000000012403E-8	2.79745671347457758E-10
3.30830000000012436E-8	2.74099707430856609E-10
3.30930000000012337E-8	2.66055815321855782E-10
3.31030000000012370E-8	2.55734974348635236E-10
3.31130000000012359E-8	2.43278576316650463E-10
3.31230000000012303E-8	2.28845892103348847E-10
3.31330000000012381E-8	2.12611390607849993E-10
3.31430000000012326E-8	1.94761966792785013E-10
3.31530000000012359E-8	1.75494135276184737E-10
3.31630000000012259E-8	1.55011244326123387E-10
3.31730000000012248E-8	1.33520762245241231E-10
3.31830000000012149E-8	1.11231684102852491E-10
3.31930000000012182E-8	8.83521017039885237E-11
3.32030000000012260E-8	6.50869737271724169E-11
3.32130000000012160E-8	4.16361262864530701E-11
3.32230000000012193E-8	1.81925069648974080E-11
3.32330000000012138E-8	-5.05929217585318280E-12
3.32430000000012082E-8	-2.79442347784846001E-11
3.32530000000012027E-8	-5.02977633332668006E-11
3.32630000000012060E-8	-7.19664523756696717E-11
3.32730000000012094E-8	-9.28084056956137005E-11
3.32830000000011994E-8	-1.12693417741325375E-10
3.32930000000011939E-8	-1.31502924833423962E-10
3.33030000000011972E-8	-1.49129776312236206E-10
3.33130000000012050E-8	-1.65477859217658851E-10
3.33230000000011994E-8	-1.80461612469482846E-10
3.33330000000011939E-8	-1.94005467731133252E-10
3.33430000000011884E-8	-2.06043254187276270E-10
3.33530000000011873E-8	-2.16517603363674027E-10
3.33630000000011906E-8	-2.25379387915250540E-10
3.33730000000011851E-8	-2.32587225084497140E-10
3.33830000000011884E-8	-2.38107071393433234E-10
3.33930000000011828E-8	-2.41911930209054127E-10
3.34030000000011817E-8	-2.43981688265986563E-10
3.34130000000011806E-8	-2.44303091208922396E-10
3.34230000000011795E-8	-2.42869861911235319E-10
3.34330000000011784E-8	-2.39682958921992606E-10
3.34430000000011773E-8	-2.34750966080317403E-10
3.34530000000011718E-8	-2.28090598299577607E-10
3.34630000000011751E-8	-2.19727302941946601E-10
3.34730000000011696E-8	-2.09695931241342359E-10
3.34830000000011729E-8	-1.98041450037232614E-10
3.34930000000011674E-8	-1.84819660779647021E-10
3.35030000000011707E-8	-1.70097890458783563E-10
3.35130000000011563E-8	-1.53955617875321504E-10
3.35230000000011641E-8	-1.36484998545208747E-10
3.35330000000011541E-8	-1.17791252540036595E-10
3.35430000000011619E-8	-9.79928816850376982E-11
3.35530000000011519E-8	-7.72216857247062816E-11
3.35630000000011641E-8	-5.56225512452432724E-11
3.35730000000011497E-8	-3.33529922104667920E-11
3.35830000000011397E-8	-1.05824267959308438E-11
3.35930000000011431E-8	1.25088183539710140E-11
3.36030000000011508E-8	3.57307784352301372E-11
3.36130000000011409E-8	5.88853901962738746E-11
3.36230000000011531E-8	8.17682886568718814E-11
3.36330000000011387E-8	1.04170841316403973E-10
3.36430000000011331E-8	1.25882393512404689E-10
3.36530000000011320E-8	1.46692692251062762E-10
3.36630000000011309E-8	1.66394450145569284E-10
3.36730000000011298E-8	1.84786006221180221E-10
3.36830000000011420E-8	2.01674036413040714E-10
3.36930000000011320E-8	2.16876263706264494E-10
3.37030000000011398E-8	2.30224116133211743E-10
3.37130000000011254E-8	2.41565280307505326E-10
3.37230000000011243E-8	2.50766098865133946E-10
3.37330000000011188E-8	2.57713762096233001E-10
3.37430000000011221E-8	2.62318247152264128E-10
3.37530000000011166E-8	2.64513962437852745E-10
3.37630000000011066E-8	2.64261060051690411E-10
3.37730000000011144E-8	2.61546385307914919E-10
3.37830000000011132E-8	2.56384039306465805E-10
3.37930000000011166E-8	2.48815538066959840E-10
3.38030000000011110E-8	2.38909559719149289E-10
3.38130000000011055E-8	2.26761279466689158E-10
3.38230000000011000E-8	2.12491300316247633E-10
3.38330000000011033E-8	1.96244195696195445E-10
3.38430000000010978E-8	1.78186687887043305E-10
3.38530000000011055E-8	1.58505493466707392E-10
3.38630000000010956E-8	1.37404873567773933E-10
3.38730000000010989E-8	1.15103932498561790E-10
3.38830000000010934E-8	9.18337130632526666E-11
3.38930000000010878E-8	6.78341406211121445E-11
3.39030000000010912E-8	4.33508704700529268E-11
3.39130000000010812E-8	1.86320944733351257E-11
3.39230000000010845E-8	-6.07463705229692330E-12
3.39330000000010745E-8	-3.05255232953961819E-11
3.39430000000010779E-8	-5.44834981789539707E-11
3.39530000000010723E-8	-7.77210437203903659E-11
3.39630000000010801E-8	-1.00022786848534695E-10
3.39730000000010746E-8	-1.21187840380258738E-10
3.39830000000010735E-8	-1.41031855007835816E-10
3.39930000000010590E-8	-1.59388755911820068E-10
3.40030000000010668E-8	-1.76112144823168637E-10
3.40130000000010657E-8	-1.91076355833229905E-10
3.40230000000010735E-8	-2.04177160807332525E-10
3.40330000000010635E-8	-2.15332127713428756E-10
3.40430000000010669E-8	-2.24480642352773385E-10
3.40530000000010524E-8	-2.31583610705461451E-10
3.40630000000010602E-8	-2.36622865223856982E-10
3.40730000000010502E-8	-2.39600303782918989E-10
3.40830000000010580E-8	-2.40536794510379970E-10
3.40930000000010480E-8	-2.39470883277384683E-10
3.41030000000010514E-8	-2.36457343163083022E-10
3.41130000000010458E-8	-2.31565606673587521E-10
3.41230000000010403E-8	-2.24878121883487259E-10
3.41330000000010436E-8	-2.16488672991755893E-10
3.41430000000010470E-8	-2.06500704085808540E-10
3.41530000000010414E-8	-1.95025682256164545E-10
3.41630000000010448E-8	-1.82181532692173676E-10
3.41730000000010348E-8	-1.68091174130470011E-10
3.41830000000010426E-8	-1.52881178154267827E-10
3.41930000000010326E-8	-1.36680570499912113E-10
3.42030000000010403E-8	-1.19619786874324019E-10
3.42130000000010348E-8	-1.01829789986506736E-10
3.42230000000010293E-8	-8.34413487133376641E-11
3.42330000000010237E-8	-6.45844747171727640E-11
3.42430000000010271E-8	-4.53880065661914944E-11
3.42530000000010215E-8	-2.59793266228200270E-11
3.42630000000010204E-8	-6.48419179115797562E-12
3.42730000000010193E-8	1.29733442368690333E-11
3.42830000000010049E-8	3.22709422338673102E-11
3.42930000000010082E-8	5.12879489400893718E-11
3.43030000000010160E-8	6.99053563999046812E-11
3.43130000000010105E-8	8.80057766032408395E-11
3.43230000000010005E-8	1.05473457860928121E-10
3.43330000000010083E-8	1.22194367404108606E-10
3.43430000000010116E-8	1.38056361923489224E-10
3.43530000000009927E-8	1.52949464237880628E-10
3.43630000000010094E-8	1.66766260107637843E-10
3.43730000000009994E-8	1.79402424509736136E-10
3.43830000000009939E-8	1.90757381604306930E-10
3.43930000000010017E-8	2.00735097295437059E-10
3.44030000000009872E-8	2.09244997876703298E-10
3.44130000000009950E-8	2.16203002911772035E-10
3.44230000000009895E-8	2.21532655388420618E-10
3.44330000000009928E-8	2.25166327450780024E-10
3.44430000000009784E-8	2.27046475799967995E-10
3.44530000000009773E-8	2.27126917284557717E-10
3.44630000000009762E-8	2.25374092389561831E-10
3.44730000000009751E-8	2.21768282365989577E-10
3.44830000000009784E-8	2.16304744690406991E-10
3.44930000000009729E-8	2.08994731449003668E-10
3.45030000000009718E-8	1.99866356121788247E-10
3.45130000000009662E-8	1.88965276092126078E-10
3.45230000000009696E-8	1.76355160991578996E-10
3.45330000000009685E-8	1.62117920651609881E-10
3.45430000000009674E-8	1.46353670890400545E-10
3.45530000000009663E-8	1.29180420511604810E-10
3.45630000000009607E-8	1.10733468610325270E-10
3.45730000000009596E-8	9.11645074323165794E-11
3.45830000000009630E-8	7.06404324655820304E-11
3.45930000000009574E-8	4.93418680010406252E-11
3.46030000000009519E-8	2.74614229184591707E-11
3.46130000000009463E-8	5.20169777291513746E-12
3.46230000000009541E-8	-1.72269297826646994E-11
3.46330000000009441E-8	-3.96087087521131531E-11
3.46430000000009519E-8	-6.17250704370655967E-11
3.46530000000009375E-8	-8.33572946398480674E-11
3.46630000000009453E-8	-1.04289241943920485E-10
3.46730000000009397E-8	-1.24310105384881875E-10
3.46830000000009431E-8	-1.43217133638766114E-10
3.46930000000009375E-8	-1.60818277719020974E-10
3.47030000000009409E-8	-1.76934714097923873E-10
3.47130000000009309E-8	-1.91403199135012381E-10
3.47230000000009387E-8	-2.04078212661633973E-10
3.47330000000009287E-8	-2.14833852469771225E-10
3.47430000000009231E-8	-2.23565446194974005E-10
3.47530000000009220E-8	-2.30190852557224668E-10
3.47630000000009254E-8	-2.34651430001958028E-10
3.47730000000009198E-8	-2.36912657323956344E-10
3.47830000000009232E-8	-2.36964397706383734E-10
3.47930000000009176E-8	-2.34820804605822797E-10
3.48030000000009165E-8	-2.30519874898944277E-10
3.48130000000009154E-8	-2.24122661515667154E-10
3.48230000000009143E-8	-2.15712164260828221E-10
3.48330000000009044E-8	-2.05391923524041742E-10
3.48430000000009121E-8	-1.93284346960858455E-10
3.48530000000009110E-8	-1.79528803878767040E-10
3.48630000000009099E-8	-1.64279525879151067E-10
3.48730000000009044E-8	-1.47703355212337017E-10
3.48830000000009077E-8	-1.29977384241734550E-10
3.48930000000009022E-8	-1.11286530353409163E-10
3.49030000000009055E-8	-9.18210905827445600E-11
3.49130000000008955E-8	-7.17743191784617540E-11
3.49230000000008900E-8	-5.13400693286168330E-11
3.49330000000008845E-8	-3.07105373986219643E-11
3.49430000000008834E-8	-1.00741443641262274E-11
3.49530000000008956E-8	1.03864152333170523E-11
3.49630000000008989E-8	3.04959314018032934E-11
3.49730000000008889E-8	5.00882238355865539E-11
3.49830000000008834E-8	6.90074596695824205E-11
3.49930000000008778E-8	8.71092352402621906E-11
3.50030000000008901E-8	1.04261419027821911E-10
3.50130000000008756E-8	1.20344758589592971E-10
3.50230000000008701E-8	1.35253259637988954E-10
3.50330000000008690E-8	1.48894350337240899E-10
3.50430000000008723E-8	1.61188848274185492E-10
3.50530000000008668E-8	1.72070751297794389E-10
3.50630000000008657E-8	1.81486876436808608E-10
3.50730000000008646E-8	1.89396373331988888E-10
3.50830000000008635E-8	1.95770140018262584E-10
3.50930000000008624E-8	2.00590169444267152E-10
3.51030000000008569E-8	2.03848854827314607E-10
3.51130000000008469E-8	2.05548280838099640E-10
3.51230000000008546E-8	2.05699525740729339E-10
3.51330000000008580E-8	2.04321997049215920E-10
3.51430000000008569E-8	2.01442820088997321E-10
3.51530000000008513E-8	1.97096295174517122E-10
3.51630000000008591E-8	1.91323435047396484E-10
3.51730000000008403E-8	1.84171589889807330E-10
3.51830000000008480E-8	1.75694162765973783E-10
3.51930000000008514E-8	1.65950413885477799E-10
3.52030000000008458E-8	1.55005347758307011E-10
3.52130000000008359E-8	1.42929673251730871E-10
3.52230000000008392E-8	1.29799822883351590E-10
3.52330000000008337E-8	1.15698014501903557E-10
3.52430000000008370E-8	1.00712335912140416E-10
3.52530000000008226E-8	8.49368310702594798E-11
3.52630000000008259E-8	6.84715652707057387E-11
3.52730000000008204E-8	5.14226463024420966E-11
3.52830000000008326E-8	3.39021788900280630E-11
3.52930000000008226E-8	1.60281308474508077E-11
3.53030000000008304E-8	-2.07590876573500971E-12
3.53130000000008160E-8	-2.02810966330825559E-11
3.53230000000008193E-8	-3.84538412638074956E-11
3.53330000000008093E-8	-5.64564583703421885E-11
3.53430000000008171E-8	-7.41479815446424162E-11
3.53530000000008116E-8	-9.13851297036067933E-11
3.53630000000008149E-8	-1.08023428027861002E-10
3.53730000000008094E-8	-1.23918474289287261E-10
3.53830000000008082E-8	-1.38927337684181706E-10
3.53930000000007983E-8	-1.52910072693601196E-10
3.54030000000008016E-8	-1.65731326209243246E-10
3.54130000000008005E-8	-1.77262012313747364E-10
3.54230000000008038E-8	-1.87381025799750689E-10
3.54330000000007983E-8	-1.95976962850048930E-10
3.54430000000008016E-8	-2.02949815363422825E-10
3.54530000000007917E-8	-2.08212604260450984E-10
3.54630000000007950E-8	-2.11692916784349494E-10
3.54730000000007895E-8	-2.13334313345820270E-10
3.54830000000007928E-8	-2.13097570848532492E-10
3.54930000000007873E-8	-2.10961731651810069E-10
3.55030000000007906E-8	-2.06924930336600399E-10
3.55130000000007851E-8	-2.01004974176746520E-10
3.55230000000007795E-8	-1.93239657598120873E-10
3.55330000000007828E-8	-1.83686795834695760E-10
3.55430000000007773E-8	-1.72423968350296519E-10
3.55530000000007806E-8	-1.59547968263339612E-10
3.55630000000007751E-8	-1.45173959856785584E-10
3.55730000000007651E-8	-1.29434352139345421E-10
3.55830000000007640E-8	-1.12477402207731103E-10
3.55930000000007674E-8	-9.44655677065038724E-11
3.56030000000007618E-8	-7.55736328603598295E-11
3.56130000000007740E-8	-5.59866372407990553E-11
3.56230000000007641E-8	-3.58976405141311972E-11
3.56330000000007541E-8	-1.55053598043665852E-11
3.56430000000007619E-8	4.98828108663273984E-12
3.56530000000007563E-8	2.53806495887618100E-11
3.56630000000007508E-8	4.54709074977404537E-11
3.56730000000007585E-8	6.50624774330577083E-11
3.56830000000007530E-8	8.39654316180036808E-11
3.56930000000007519E-8	1.01998763748333610E-10
3.57030000000007552E-8	1.18992507308585482E-10
